year;month;day;hour;minute;second;latitude;longitude;SemiMajor90;SemiMinor90;ErrorStrike;epicentreQuality;depth;depthError;depthQuality;magnitude;magType;sigmaMagnitude;magQuality;magSource;scalarMoment;factor;scalarMomentAuthor;mpp;mpr;mrr;mrt;mtp;mtt;str1;dip1;rake1;str2;dip2;rake2;type;event_id;catalog
1904;1;20;14;51;36.41;7.808;-81.98;140.8;33.6;150.8;C;10;25;C;;mw;;D;;;;;;;;;;;;;;;;;;16957810;isc-gem
1904;3;18;13;43;56.21;42.701;146.265;51.3;14.4;146.2;C;15;9.1;C;;mw;;D;;;;;;;;;;;;;;;;;;602790124;isc-gem
1904;3;19;6;27;57.84;-29.262;-71.753;455.4;43.3;92.4;D;20;16;C;;mw;;D;;;;;;;;;;;;;;;;;;16957812;isc-gem
1904;3;31;2;16;31.91;39.749;91.922;43.6;17.4;38.4;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;610548581;isc-gem
1904;4;5;10;18;36.84;30.559;94.199;39.4;18;101.6;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;610548582;isc-gem
1904;4;10;8;52;30.34;41.886;21.787;12.4;7.8;157.2;C;15;5;C;;mw;;D;;;;;;;;;;;;;;;;;;610548583;isc-gem
1904;4;12;18;48;17.2;48.846;-175.615;36;19.3;39.4;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;610548584;isc-gem
1904;5;1;15;28;27.06;-1.09;128.47;88.3;21.7;52.6;D;35;9.4;C;;mw;;D;;;;;;;;;;;;;;;;;;16957815;isc-gem
1904;6;7;8;18;3.19;37.542;133.497;71.4;24.5;81.5;C;350;25;C;;mw;;D;;;;;;;;;;;;;;;;;;914301;isc-gem
1904;6;24;1;4;19.24;51.009;158.692;207.9;39.8;75;D;35;9.7;C;;mw;;D;;;;;;;;;;;;;;;;;;610548586;isc-gem
1904;6;26;10;40;46.81;52.912;160.923;46.6;38;157.9;D;35;8.5;C;;mw;;D;;;;;;;;;;;;;;;;;;610548587;isc-gem
1904;6;27;0;9;21.77;53.325;160.734;32.4;26.6;132.4;C;35;12.8;C;;mw;;D;;;;;;;;;;;;;;;;;;16957821;isc-gem
1904;7;23;0;37;36.18;-4.69;107.684;80.2;43.1;158.2;D;600;25;C;;mw;;D;;;;;;;;;;;;;;;;;;600208131;isc-gem
1904;7;24;10;44;48.05;54.031;159.607;23.6;17.6;36.3;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;16957822;isc-gem
1904;8;8;22;50;33.82;-42.185;176.917;56.2;32.2;152.3;D;30;25;C;;mw;;D;;;;;;;;;;;;;;;;;;16957823;isc-gem
1904;8;11;6;6;57.3;37.426;27.011;38.6;15;7.9;C;15;4.9;C;;mw;;D;;;;;;;;;;;;;;;;;;610548588;isc-gem
1904;8;18;4;41;37.62;-7.519;118.787;27.6;24.8;94.9;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;610548589;isc-gem
1904;8;24;20;59;54.07;30.468;131.562;30.3;21;92.1;C;20;6.2;C;;mw;;D;;;;;;;;;;;;;;;;;;914305;isc-gem
1904;8;27;21;56;8.67;63.376;-148.231;28.1;14.7;96.5;C;15;5.9;C;;mw;;D;;;;;;;;;;;;;;;;;;16957825;isc-gem
1904;9;8;2;32;51.54;2.03;123.027;65.8;18.8;103.5;D;35;25;C;;mw;;D;;;;;;;;;;;;;;;;;;611451490;isc-gem
1904;10;3;3;4;58.66;10.642;56.977;34.2;13.9;34.6;C;10;5.4;C;;mw;;D;;;;;;;;;;;;;;;;;;16957829;isc-gem
1904;10;23;10;27;22.43;58.218;10.788;62.7;20.3;119.9;D;10;25;C;;mw;;D;;;;;;;;;;;;;;;;;;610326280;isc-gem
1904;11;9;3;27;19.38;35.941;57.272;56.9;20.1;13.5;D;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;610326281;isc-gem
1904;12;2;2;19;12.8;5.384;-80.533;49.2;32.9;121.1;D;15;25;C;6.49;mw;0.93;D;p;;;;;;;;;;;;;;;;;600208133;isc-gem
1904;12;11;17;5;42.72;-32.312;-73.706;75.7;53.7;55.6;D;10;25;C;6.72;mw;0.23;C;p;;;;;;;;;;;;;;;;;610548593;isc-gem
1905;1;9;6;14;46.76;26.71;55.433;252.8;47.2;177.5;D;15;25;C;6.23;mw;0.2;C;p;;;;;;;;;;;;;;;;;610326282;isc-gem
1905;1;13;13;20;39.32;-3.586;149.551;64;52.3;144;D;15;25;C;7.42;mw;0.49;C;p;;;;;;;;;;;;;;;;;16957833;isc-gem
1905;1;20;2;32;28.83;39.156;23.085;13.8;7.9;19.9;C;15;5.1;C;6.51;mw;0.72;D;p;;;;;;;;;;;;;;;;;610548594;isc-gem
1905;1;20;18;0;31.3;10.082;-85.608;194.1;48.5;115.3;D;20;11.4;C;6.74;mw;0.2;C;p;;;;;;;;;;;;;;;;;611451667;isc-gem
1905;1;22;2;43;58.32;0.61;121.622;27;15.5;113.5;C;90;24.3;C;;mw;;D;;;;;;;;;;;;;;;;;;16957834;isc-gem
1905;2;13;5;23;40.3;-17.221;162.523;51.3;17.2;161.9;D;15;25;C;7;mw;0.2;B;p;;;;;;;;;;;;;;;;;610548595;isc-gem
1905;2;27;17;24;49.44;-19.872;-174.492;68.2;21.4;136.1;C;35;14.7;C;;mw;;D;;;;;;;;;;;;;;;;;;16957839;isc-gem
1905;3;14;10;44;3.98;39.035;72.98;158.9;21.8;174.8;D;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;16957842;isc-gem
1905;3;18;23;57;40.24;-24.363;-173.399;338.5;140.9;33.9;D;15;25;C;7.36;mw;0.2;B;p;;;;;;;;;;;;;;;;;16957844;isc-gem
1905;4;4;11;0;32.68;40.365;19.213;11.7;10.6;150.6;C;15;3.6;C;5.38;mw;0.2;D;p;;;;;;;;;;;;;;;;;610548598;isc-gem
1905;4;19;12;31;7.56;-26.537;-173.362;32.4;25.9;136.1;D;15;25;C;6.81;mw;0.2;B;p;;;;;;;;;;;;;;;;;16957849;isc-gem
1905;4;26;21;43;17.98;-12.082;-70.938;93.3;28;99.9;D;35;25;C;6.66;mw;0.62;C;p;;;;;;;;;;;;;;;;;16957850;isc-gem
1905;5;9;6;39;49.67;20.462;-107.078;150.7;71.1;166.6;D;10;25;C;6.97;mw;0.96;D;p;;;;;;;;;;;;;;;;;610548601;isc-gem
1905;5;11;17;9;1.46;25.967;143.332;95.3;24.2;32.3;D;15;25;C;6.78;mw;0.2;B;p;;;;;;;;;;;;;;;;;610548602;isc-gem
1905;6;3;5;10;40.47;42.124;19.411;12.4;9.4;10.9;C;15;6.5;C;5.93;mw;0.79;D;p;;;;;;;;;;;;;;;;;610326288;isc-gem
1905;6;12;5;17;17.99;-19.899;174.786;37.6;25.2;145.2;C;10;25;C;;mw;;D;;;;;;;;;;;;;;;;;;610548606;isc-gem
1905;6;14;11;29;43.4;-24.075;173.442;178.1;30.1;159.7;D;35;25;C;6.65;mw;0.2;C;p;;;;;;;;;;;;;;;;;16957854;isc-gem
1905;6;19;1;24;18.2;30.994;62.052;36.9;15.7;18.8;D;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;610326290;isc-gem
1905;7;11;15;37;12.48;21.572;143.894;30.4;15.7;47.4;C;200;21.6;C;;mw;;D;;;;;;;;;;;;;;;;;;16957860;isc-gem
1905;7;14;8;51;18.09;60.403;-116.982;46.1;18.2;128.4;D;15;25;C;6.27;mw;0.49;C;p;;;;;;;;;;;;;;;;;610548607;isc-gem
1905;7;16;18;46;55.43;9.386;124.03;274.2;83.8;168.4;D;35;32;C;6.06;mw;0.51;C;p;;;;;;;;;;;;;;;;;610548608;isc-gem
1905;7;27;22;22;43.16;14.485;122.828;36.2;21.6;105.2;C;15;10.8;C;;mw;;D;;;;;;;;;;;;;;;;;;610548610;isc-gem
1905;8;6;23;55;9.2;42.05;19.6;47;12.9;21.1;D;15;6.5;C;;mw;;D;;;;;;;;;;;;;;;;;;610326409;isc-gem
1905;8;12;21;26;29.83;41.812;19.689;32.5;19;129;C;15;6.5;C;5.35;mw;0.26;D;p;;;;;;;;;;;;;;;;;610548611;isc-gem
1905;8;13;10;21;45.83;46.193;6.287;34.7;11.9;60.5;D;15;6.2;C;;mw;;D;;;;;;;;;;;;;;;;;;610326410;isc-gem
1905;8;25;9;46;42.88;42.921;129.907;17.1;11.3;71.7;C;470;25;C;;mw;;D;;;;;;;;;;;;;;;;;;914296;isc-gem
1905;8;25;20;40;53;41.981;13.776;15.6;7.3;168.5;C;15;6.1;C;5.21;mw;0.2;D;p;;;;;;;;;;;;;;;;;610326411;isc-gem
1905;9;1;2;45;42.08;45.309;142.089;26.7;10.1;86.5;C;255;25;C;;mw;;D;;;;;;;;;;;;;;;;;;16957870;isc-gem
1905;9;26;1;26;59.57;28.784;75.157;42;15.7;30.3;D;20;25;C;;mw;;D;;;;;;;;;;;;;;;;;;16957873;isc-gem
1905;10;21;11;1;27.23;43.096;41.664;17.8;6.9;19;B;15;25;C;6.37;mw;0.77;D;p;;;;;;;;;;;;;;;;;16957875;isc-gem
1905;10;21;13;20;17.89;43.469;41.916;17.8;7.1;45.5;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;610548614;isc-gem
1905;10;22;3;54;31.71;40.761;28.183;24.7;15.5;6.6;D;15;3.9;C;5.78;mw;0.52;C;p;;;;;;;;;;;;;;;;;610548615;isc-gem
1905;10;24;3;46;24.63;34.339;138.846;29.6;14.4;148.4;D;15;4.7;C;;mw;;D;;;;;;;;;;;;;;;;;;16957876;isc-gem
1905;10;24;17;42;54.75;22.063;-110.711;84.7;25.7;36.3;D;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;600208135;isc-gem
1905;11;9;19;6;8.71;40.037;24.078;16.6;9.6;74.8;C;15;4.4;C;5.28;mw;0.2;D;p;;;;;;;;;;;;;;;;;610548617;isc-gem
1905;11;18;0;20;0;40.932;22.241;31;11.4;80.6;D;15;5.5;C;5.45;mw;0.59;C;p;;;;;;;;;;;;;;;;;610548618;isc-gem
1905;11;26;6;52;0.39;41.159;14.847;13.9;5.9;77.7;C;15;5.9;C;;mw;;D;;;;;;;;;;;;;;;;;;610548620;isc-gem
1905;12;4;7;5;30.55;38.153;38.645;17.2;9.3;10.8;C;10;4.9;C;6.8;mw;0.72;D;p;;;;;;;;;;;;;;;;;603952288;isc-gem
1905;12;17;5;30;32.21;18.32;-108.557;183.5;22.6;157.6;D;10;25;C;6.96;mw;0.2;B;p;;;;;;;;;;;;;;;;;16957881;isc-gem
1905;12;17;22;16;38.62;45.75;16.258;8.3;6.2;89;B;15;5.5;C;;mw;;D;;;;;;;;;;;;;;;;;;610326412;isc-gem
1906;2;16;17;39;18.6;19.231;-63.499;102.8;16.5;147.7;D;15;25.9;C;6.25;mw;0.7;C;p;;;;;;;;;;;;;;;;;610548626;isc-gem
1906;2;23;9;49;59.71;34.473;140.25;136.1;25.1;112.3;D;15;11.2;C;;mw;;D;;;;;;;;;;;;;;;;;;610326305;isc-gem
1906;2;23;15;16;35.57;44.362;151.885;734.5;101.7;57.5;D;15;11.9;C;6.51;mw;0.2;B;p;;;;;;;;;;;;;;;;;610548627;isc-gem
1906;2;27;19;41;19.56;31.894;76.112;31.2;20.1;25.2;C;15;15.1;C;6.61;mw;0.79;D;p;;;;;;;;;;;;;;;;;610548628;isc-gem
1906;3;3;8;41;16.99;6.938;-84.628;216.8;32.4;165.1;D;10;25;C;6.79;mw;0.81;D;p;;;;;;;;;;;;;;;;;16957888;isc-gem
1906;3;8;17;45;16.33;42.51;-23.277;99.5;34.2;132;D;10;25;C;5.93;mw;0.26;C;p;;;;;;;;;;;;;;;;;610548629;isc-gem
1906;3;27;5;4;26.02;-38.097;118.428;109.5;50.7;115.1;D;10;25;C;6.59;mw;0.61;C;p;;;;;;;;;;;;;;;;;610548633;isc-gem
1906;3;28;18;5;1.09;-24.606;172.204;168.9;20.3;156.9;D;15;25;C;6.58;mw;0.5;C;p;;;;;;;;;;;;;;;;;610548634;isc-gem
1906;4;14;3;57;36.43;-22.291;171.324;39;18.5;170.3;C;35;36.1;C;7.12;mw;0.72;D;p;;;;;;;;;;;;;;;;;610548636;isc-gem
1906;4;20;19;39;40.89;35.81;137.07;;;;D;15;25;C;5.77;mw;0.76;D;p;;;;;;;;;;;;;;;;;610326310;isc-gem
1906;4;25;1;34;53.19;5.661;126.055;28.5;27;176.2;D;100;14.7;C;;mw;;D;;;;;;;;;;;;;;;;;;610548637;isc-gem
1906;5;2;1;13;38.21;25.361;124.68;28.3;20.3;122.7;C;25;27.7;C;6.5;mw;0.85;D;p;;;;;;;;;;;;;;;;;610548638;isc-gem
1906;5;16;5;6;19.51;37.727;19.256;45.8;17.3;126.9;C;15;15.6;C;5.42;mw;0.27;D;p;;;;;;;;;;;;;;;;;610548642;isc-gem
1906;6;10;20;49;34.16;14.224;93.087;74.2;31;15;D;35;4.4;C;5.75;mw;0.67;C;p;;;;;;;;;;;;;;;;;610548643;isc-gem
1906;6;17;1;13;17.92;34.554;24.662;28.9;25.9;91.8;C;15;15.9;C;5.34;mw;0.2;D;p;;;;;;;;;;;;;;;;;610548644;isc-gem
1906;6;23;6;52;28.36;42.442;22.976;61.7;10.8;172.5;D;15;5.1;C;;mw;;D;;;;;;;;;;;;;;;;;;610326414;isc-gem
1906;7;17;18;20;11.44;38.649;20.646;31.6;11.2;152.5;C;15;7.4;C;;mw;;D;;;;;;;;;;;;;;;;;;610548652;isc-gem
1906;8;17;0;40;4.25;-32.4;-71.4;;;;D;35;11.1;C;8.2;mw;0.2;B;d;2.8;21;bibliog;;;;;;;3;15;117;155;77;83;BB;16957911;isc-gem
1906;8;19;9;34;8.36;-39.228;-72.721;143.1;40.8;152.2;D;15;25;C;6.74;mw;0.2;B;p;;;;;;;;;;;;;;;;;16957914;isc-gem
1906;8;21;20;40;35.09;45.185;-26.275;90.4;54.1;144.7;D;10;25;C;5.69;mw;0.41;C;p;;;;;;;;;;;;;;;;;610548657;isc-gem
1906;9;17;4;16;38.27;34.021;138.834;50.9;18.5;151.7;D;20;4.9;C;6.38;mw;0.38;C;p;;;;;;;;;;;;;;;;;610548660;isc-gem
1906;9;28;15;24;36.94;-4.808;-76.82;45;24.3;121.9;C;100;25;C;;mw;;D;;;;;;;;;;;;;;;;;;16957922;isc-gem
1906;10;8;4;53;43.28;52.623;153.845;71.1;28.5;102.6;C;200;33;C;;mw;;D;;;;;;;;;;;;;;;;;;16957925;isc-gem
1906;10;10;12;52;37.65;8.825;126.695;59.8;32.3;108.4;D;35;15.8;C;6.59;mw;0.23;B;p;;;;;;;;;;;;;;;;;610548662;isc-gem
1906;10;11;5;10;53.69;10.078;123.56;82.6;23;69.2;D;15;9.7;C;6.48;mw;0.68;C;p;;;;;;;;;;;;;;;;;610548664;isc-gem
1906;10;17;9;42;5.45;19.564;120.159;143.3;44.6;73.6;D;15;7.2;C;6.86;mw;0.2;B;p;;;;;;;;;;;;;;;;;16957926;isc-gem
1906;11;5;19;51;58.5;-2.349;130.16;68.1;24.1;135.6;D;35;25;C;6.43;mw;0.35;C;p;;;;;;;;;;;;;;;;;610548669;isc-gem
1906;11;28;9;1;35.53;-29.568;-72.69;58.6;24;178.8;D;15;11.1;C;6.35;mw;0.46;C;p;;;;;;;;;;;;;;;;;610548673;isc-gem
1906;12;3;22;59;26.64;14.668;-61.587;27.9;16.6;2.7;C;130;25;C;;mw;;D;;;;;;;;;;;;;;;;;;16957932;isc-gem
1907;1;8;5;21;51.45;-60.919;-51.954;599.7;207.6;122.3;D;15;25;C;6.66;mw;0.34;C;p;;;;;;;;;;;;;;;;;16957944;isc-gem
1907;1;10;5;41;3.81;37.157;119.999;118.4;10.1;71.9;D;10;25;C;6.18;mw;0.25;B;p;;;;;;;;;;;;;;;;;610548676;isc-gem
1907;1;12;7;48;30.64;52.581;-168.223;87.4;27.3;8.6;D;15;9.3;C;6.35;mw;0.51;C;p;;;;;;;;;;;;;;;;;610548677;isc-gem
1907;2;3;19;35;54.59;-6.417;148.067;325.4;21.3;4.2;D;60;12.3;C;6.82;mw;0.2;B;p;;;;;;;;;;;;;;;;;16957946;isc-gem
1907;3;26;11;21;26.61;38.354;137.461;52.6;17.7;100.8;C;360;12.8;C;;mw;;D;;;;;;;;;;;;;;;;;;914257;isc-gem
1907;3;29;20;46;39.05;3.643;123.086;19.8;13.9;67.7;B;500;21.7;C;;mw;;D;;;;;;;;;;;;;;;;;;16957948;isc-gem
1907;3;31;14;14;47.31;36.433;43.71;16.7;10.4;180;C;15;25;C;5.41;mw;0.2;D;p;;;;;;;;;;;;;;;;;610548681;isc-gem
1907;3;31;22;0;33.5;-18.085;-176.952;71.1;21.9;152.6;C;360;18.4;C;;mw;;D;;;;;;;;;;;;;;;;;;16957949;isc-gem
1907;4;10;9;37;35.24;38.521;46.387;44.8;20.2;85.2;C;15;25;C;5.42;mw;0.2;D;p;;;;;;;;;;;;;;;;;611389646;isc-gem
1907;4;12;18;30;52.43;-0.856;96.651;71;49.2;138.1;D;15;25;C;5.93;mw;0.2;B;p;;;;;;;;;;;;;;;;;611389647;isc-gem
1907;4;13;17;57;19.62;36.481;70.871;42.4;21.3;164;C;225;33;C;;mw;;D;;;;;;;;;;;;;;;;;;16957950;isc-gem
1907;4;18;23;52;34.58;14.67;123.382;18.1;15.1;73.2;B;15;20.6;C;7.44;mw;0.71;D;p;;;;;;;;;;;;;;;;;16957952;isc-gem
1907;4;20;13;24;43.38;46.13;10.798;14.5;6.9;50.9;C;15;3.6;C;;mw;;D;;;;;;;;;;;;;;;;;;610326417;isc-gem
1907;4;25;4;52;14.06;45.033;10.946;5.6;4.2;32.7;B;15;7.8;B;;mw;;D;;;;;;;;;;;;;;;;;;610326418;isc-gem
1907;5;7;10;16;49.02;-3.648;144.242;8165.7;490.9;143.8;D;30;12.3;C;7.26;mw;0.2;B;p;;;;;;;;;;;;;;;;;16957957;isc-gem
1907;5;18;0;59;58.85;43.589;16.748;9.9;6.5;15.4;C;15;11.1;C;5.22;mw;0.2;D;p;;;;;;;;;;;;;;;;;610326326;isc-gem
1907;5;20;7;47;37.68;11.088;126.5;37.2;18.9;50.9;D;10;14;C;6.37;mw;0.39;C;p;;;;;;;;;;;;;;;;;610548683;isc-gem
1907;5;25;15;51;17.86;18.387;122.748;76.1;16.5;95.7;D;15;17;C;6.18;mw;0.22;B;p;;;;;;;;;;;;;;;;;610548685;isc-gem
1907;6;3;6;45;11.37;38.094;41.878;62.6;21;156;D;15;25;C;5.3;mw;0.2;D;p;;;;;;;;;;;;;;;;;610326328;isc-gem
1907;6;24;16;11;13.68;25.64;65.339;75.3;44.9;54.7;D;10;25;C;5.97;mw;0.51;C;p;;;;;;;;;;;;;;;;;610548687;isc-gem
1907;6;25;0;32;26.69;43.538;18.007;20.7;7.6;156.5;C;15;4.7;C;5.15;mw;0.55;D;p;;;;;;;;;;;;;;;;;610326420;isc-gem
1907;6;25;2;47;6.91;30.643;144.024;439.9;72.6;63.2;D;15;25;C;6.31;mw;0.21;B;p;;;;;;;;;;;;;;;;;610548688;isc-gem
1907;6;25;17;54;40.75;1.337;127.178;19.8;15.2;93;C;200;31.1;C;;mw;;D;;;;;;;;;;;;;;;;;;16957964;isc-gem
1907;6;26;17;18;33.88;26.863;141.36;88.5;38;61.2;D;35;25;C;6.31;mw;0.4;C;p;;;;;;;;;;;;;;;;;610548689;isc-gem
1907;6;27;22;26;19.62;-14.607;166.713;35.8;19.4;158.2;D;30;8.1;C;6.56;mw;0.33;C;p;;;;;;;;;;;;;;;;;16957965;isc-gem
1907;7;5;15;46;18.68;43.765;143.817;36.4;12.4;103.7;C;150;9.6;C;;mw;;D;;;;;;;;;;;;;;;;;;16957966;isc-gem
1907;7;19;0;27;20.53;45.324;16.15;22.3;7.3;124.5;C;15;5.3;C;;mw;;D;;;;;;;;;;;;;;;;;;610326422;isc-gem
1907;8;5;1;55;57.36;40.32;139.048;21.5;13.7;165.8;D;20;9.7;C;6.04;mw;0.2;B;p;;;;;;;;;;;;;;;;;610548693;isc-gem
1907;8;6;15;21;28.86;42.942;18.439;13.3;7.9;98.6;C;15;4.9;C;5.23;mw;0.54;D;p;;;;;;;;;;;;;;;;;610326423;isc-gem
1907;8;13;2;20;8.02;42.374;22.003;51.7;26.4;0.1;D;10;4.3;C;5.18;mw;0.44;D;p;;;;;;;;;;;;;;;;;610326424;isc-gem
1907;8;13;21;47;34.2;-23.613;172.376;50.7;24.5;171.2;D;35;25;C;6.49;mw;0.25;C;p;;;;;;;;;;;;;;;;;610548695;isc-gem
1907;8;17;12;15;43.11;41.412;22.334;26.4;16.6;79.8;D;10;3.7;C;5.27;mw;0.45;D;p;;;;;;;;;;;;;;;;;610326425;isc-gem
1907;8;17;17;27;58.08;52.358;156.782;17;12.9;34.9;B;145;25;C;;mw;;D;;;;;;;;;;;;;;;;;;16957969;isc-gem
1907;8;22;22;23;30.23;18.604;-77.023;88.2;25.9;148.2;D;20;25;C;6.19;mw;0.31;C;p;;;;;;;;;;;;;;;;;16957970;isc-gem
1907;9;15;19;13;33.48;41.471;77.902;61;17.7;42.9;D;15;25;C;6.01;mw;0.2;B;p;;;;;;;;;;;;;;;;;610326333;isc-gem
1907;9;22;12;7;16.49;21.845;120.286;143.8;44.4;76.6;D;10;9.7;C;6.2;mw;0.2;B;p;;;;;;;;;;;;;;;;;610548699;isc-gem
1907;10;6;0;49;52.18;10;-84.932;;;;D;15;13.4;C;5.78;mw;0.56;C;p;;;;;;;;;;;;;;;;;610548702;isc-gem
1907;11;3;19;50;2.62;-17.51;171.007;100.5;61.7;156.4;D;15;25;C;6.5;mw;0.2;B;p;;;;;;;;;;;;;;;;;610548705;isc-gem
1907;11;16;10;17;0.83;-13;-77;;;;D;35;7.5;C;;mw;;D;;;;;;;;;;;;;;;;;;610548706;isc-gem
1907;11;16;22;5;33.89;15.02;122.802;71.6;31.7;82.7;D;30;6.6;C;6.43;mw;0.23;B;p;;;;;;;;;;;;;;;;;610548707;isc-gem
1907;12;5;12;36;15.08;-7.464;103.696;98.8;36.6;15.5;D;35;25;C;6.22;mw;0.38;C;p;;;;;;;;;;;;;;;;;611389650;isc-gem
1907;12;23;1;13;0.36;43.431;146.263;40.1;12;101.3;C;90;28.1;C;;mw;;D;;;;;;;;;;;;;;;;;;16957979;isc-gem
1907;12;25;22;35;47.74;37.737;71.937;35.9;16.7;41;C;105;17.8;C;;mw;;D;;;;;;;;;;;;;;;;;;16957980;isc-gem
1908;1;31;4;49;15.96;42.894;72.085;59.3;32.7;166.9;D;15;25;C;5.77;mw;0.2;B;p;;;;;;;;;;;;;;;;;610326338;isc-gem
1908;3;5;2;17;38.99;11.343;124.647;128.1;17.4;47.1;D;15;9.8;C;7.11;mw;0.2;B;p;;;;;;;;;;;;;;;;;16957985;isc-gem
1908;3;12;19;26;22.28;35.874;70.618;41.4;16.8;34.1;C;190;21.7;C;;mw;;D;;;;;;;;;;;;;;;;;;16957986;isc-gem
1908;4;16;17;38;42.9;36.658;71.035;32.4;17.2;164.3;C;190;33;C;;mw;;D;;;;;;;;;;;;;;;;;;16957989;isc-gem
1908;4;19;7;58;52.06;42.463;133.438;21.5;11.1;55.1;C;470;25;C;;mw;;D;;;;;;;;;;;;;;;;;;16957990;isc-gem
1908;6;23;14;14;13.52;36.656;24.224;39.3;28.3;43.2;D;15;35.5;C;5.45;mw;0.23;B;p;;;;;;;;;;;;;;;;;610326427;isc-gem
1908;6;23;14;41;31.41;36.768;24.697;222.9;34.2;63;D;15;6.7;C;5.52;mw;0.27;C;p;;;;;;;;;;;;;;;;;610326428;isc-gem
1908;6;23;16;1;59.04;36.911;25.852;41.6;16;16.2;D;15;6.5;C;5.53;mw;0.4;C;p;;;;;;;;;;;;;;;;;610326429;isc-gem
1908;7;10;2;13;44.54;46.419;13.312;7.1;4;56.2;C;15;4.3;C;5.33;mw;0.2;D;p;;;;;;;;;;;;;;;;;611069813;isc-gem
1908;7;10;6;40;3.55;46.198;12.735;31.9;7.5;57.7;D;15;3.5;C;5.16;mw;0.34;D;p;;;;;;;;;;;;;;;;;610326430;isc-gem
1908;8;17;10;38;54.49;-53.96;-56.837;62.8;48;112.1;D;10;25;C;7.42;mw;0.2;B;p;;;;;;;;;;;;;;;;;16957996;isc-gem
1908;9;21;6;35;26.06;20.643;-157.502;29.6;19.7;68.1;D;10;25;C;6.66;mw;0.48;C;p;;;;;;;;;;;;;;;;;16957998;isc-gem
1908;10;6;21;39;56.28;45.931;26.379;25.8;10.3;16.3;C;130;31.7;C;;mw;;D;;;;;;;;;;;;;;;;;;16957999;isc-gem
1908;10;23;20;14;2.01;37.557;73.019;77.3;40.1;62;D;220;15.7;C;;mw;;D;;;;;;;;;;;;;;;;;;16958002;isc-gem
1908;10;24;21;16;39.83;35.84;70.017;52.9;34.2;61.4;D;220;25.7;C;;mw;;D;;;;;;;;;;;;;;;;;;16958003;isc-gem
1908;12;18;15;35;51.71;12.483;55.576;64.9;21;26.9;D;10;25;C;6.68;mw;0.34;C;p;;;;;;;;;;;;;;;;;600208139;isc-gem
1909;1;13;0;45;24.34;44.63;11.515;13.9;7.4;52.6;C;15;5;C;5.33;mw;0.57;D;p;;;;;;;;;;;;;;;;;610326436;isc-gem
1909;2;22;9;21;48.66;-18.191;-178.999;24.2;17.4;159.3;C;550;21.4;C;;mw;;D;;;;;;;;;;;;;;;;;;16958014;isc-gem
1909;2;26;16;46;4.4;1.597;-91.44;160.6;42.7;10.8;D;10;25;C;6.84;mw;0.28;B;p;;;;;;;;;;;;;;;;;16958015;isc-gem
1909;3;10;23;55;13.47;29.935;130.877;72.6;19.2;160.7;D;35;6.8;C;6.53;mw;0.27;C;p;;;;;;;;;;;;;;;;;602790119;isc-gem
1909;3;22;20;3;42.44;37.533;143.638;320.4;53.3;62.4;D;15;25;C;6.59;mw;0.21;B;p;;;;;;;;;;;;;;;;;602790117;isc-gem
1909;4;10;5;27;18.63;-14.825;166.697;9999.9;56.3;148.5;D;15;16.2;C;6.97;mw;0.2;B;p;;;;;;;;;;;;;;;;;16958024;isc-gem
1909;4;10;19;34;51.73;52.244;170.919;303;30.2;81;D;35;11.1;C;7.01;mw;0.58;C;p;;;;;;;;;;;;;;;;;16958020;isc-gem
1909;5;17;8;2;57.86;-20.28;-65.755;35.3;26.3;103.6;C;255;25;C;;mw;;D;;;;;;;;;;;;;;;;;;16958034;isc-gem
1909;5;30;21;1;15.68;-7.899;129.508;27;15.5;46.3;C;15;25;C;6.72;mw;0.88;D;p;;;;;;;;;;;;;;;;;16958036;isc-gem
1909;6;12;20;21;10.84;-24.426;172.348;52.9;29.6;98.7;D;35;25;C;6.53;mw;0.41;C;p;;;;;;;;;;;;;;;;;16958040;isc-gem
1909;7;2;20;54;25.64;35.507;139.948;66.5;14.7;139.4;D;15;10.5;C;5.77;mw;0.68;C;p;;;;;;;;;;;;;;;;;610326349;isc-gem
1909;7;13;13;13;26.37;50.26;152.918;31.2;12.4;113.6;C;250;10.3;C;;mw;;D;;;;;;;;;;;;;;;;;;16958044;isc-gem
1909;7;31;19;18;52.38;16.3;-99.523;;;;D;15;10.5;C;6.88;mw;0.24;B;p;;;;;;;;;;;;;;;;;16958046;isc-gem
1909;8;16;6;59;3.51;10.414;-90.012;72.6;22.5;157.9;D;16;25;C;6.96;mw;0.4;C;p;;;;;;;;;;;;;;;;;16958050;isc-gem
1909;8;25;0;22;13.36;43.39;11.541;16.2;8.5;174.3;C;15;5.1;C;5.39;mw;0.2;D;p;;;;;;;;;;;;;;;;;610326449;isc-gem
