year;month;day;hour;minute;second;latitude;longitude;SemiMajor90;SemiMinor90;ErrorStrike;epicentreQuality;depth;depthError;depthQuality;magnitude;magType;sigmaMagnitude;magQuality;magSource;scalarMoment;factor;scalarMomentAuthor;mpp;mpr;mrr;mrt;mtp;mtt;str1;dip1;rake1;str2;dip2;rake2;type;event_id;catalog
1926;4;28;11;13;48.96;-22.54;-67.853;14;9.2;62;B;130;22.7;C;;mw;;D;;;;;;;;;;;;;;;;;;909826;isc-gem
1926;5;2;10;0;49.17;37.017;70.649;32.3;16.3;50.4;C;15;27.4;C;;mw;;D;;;;;;;;;;;;;;;;;;909827;isc-gem
1926;5;7;21;9;4.73;-38.14;-73.007;38.7;17.2;35.3;D;35;5.8;C;5.38;mw;0.4;D;p;;;;;;;;;;;;;;;;;909831;isc-gem
1926;5;13;13;44;59.85;-30.045;-74.452;77.2;15.7;82.4;D;10;25;C;5.9;mw;0.23;C;p;;;;;;;;;;;;;;;;;909838;isc-gem
1926;5;28;22;31;38.55;40.883;53.254;16.7;9.6;146.8;C;35;25;C;5.26;mw;0.53;D;p;;;;;;;;;;;;;;;;;909853;isc-gem
1926;6;5;9;9;42.54;31.389;130.158;8.8;6.6;145.9;B;170;4.1;C;;mw;;D;;;;;;;;;;;;;;;;;;909863;isc-gem
1926;6;10;19;16;5.79;38.052;22.276;15.7;9.9;156.1;C;15;3.9;C;5.36;mw;0.2;D;p;;;;;;;;;;;;;;;;;909867;isc-gem
1926;6;12;23;29;31.32;36.655;-2.229;17.4;5.2;159.1;C;15;3.2;C;4.74;mw;0.38;D;p;;;;;;;;;;;;;;;;;909869;isc-gem
1926;6;18;10;43;13.08;2.218;128.222;43.5;24.7;91.8;C;15;22.5;C;;mw;;D;;;;;;;;;;;;;;;;;;909877;isc-gem
1926;6;22;23;20;0.94;42.598;75.835;28.4;13.2;1;C;15;5.1;C;5.38;mw;0.26;D;p;;;;;;;;;;;;;;;;;909883;isc-gem
1926;6;24;21;16;28.97;-7.481;128.428;16.8;9.9;83.2;B;90;17.1;C;;mw;;D;;;;;;;;;;;;;;;;;;909884;isc-gem
1926;6;25;3;36;53.22;-28.363;-115.493;46;26.2;40.6;C;10;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909886;isc-gem
1926;6;27;2;13;22.57;36.261;27.096;39.3;11.9;178.7;C;15;25;C;5.24;mw;0.2;D;p;;;;;;;;;;;;;;;;;909895;isc-gem
1926;6;30;22;51;55.22;39.067;70.968;22;10.2;63.8;C;15;24.9;C;;mw;;D;;;;;;;;;;;;;;;;;;909909;isc-gem
1926;7;1;19;33;49.89;-3.238;100.388;54.6;10.6;39.8;C;25;6.9;C;;mw;;D;;;;;;;;;;;;;;;;;;909913;isc-gem
1926;7;2;5;25;34.95;38.157;22.738;33.9;15.4;175;C;15;3.9;C;;mw;;D;;;;;;;;;;;;;;;;;;909915;isc-gem
1926;7;3;3;47;1.75;-7.367;111.362;22.6;13.2;172.5;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909917;isc-gem
1926;7;5;9;21;42.4;37.01;27.292;13.3;8.7;37.3;C;15;5.3;C;;mw;;D;;;;;;;;;;;;;;;;;;909918;isc-gem
1926;7;6;16;28;15.47;39.373;74.448;49;13.1;68;C;15;25.1;C;5.41;mw;0.2;D;p;;;;;;;;;;;;;;;;;909920;isc-gem
1926;7;7;11;41;24.08;-9.777;110.835;33.4;16.6;21;C;35;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909923;isc-gem
1926;7;8;14;59;21.52;39.735;44.579;29.8;9.5;27.4;C;15;3.5;C;5.15;mw;0.2;D;p;;;;;;;;;;;;;;;;;909925;isc-gem
1926;7;10;12;40;16.28;0.319;126.148;18.7;11.6;60.9;C;35;15.4;C;;mw;;D;;;;;;;;;;;;;;;;;;909929;isc-gem
1926;7;12;16;51;39.31;-0.37;124.156;83.5;35.2;79.3;C;35;22.7;C;;mw;;D;;;;;;;;;;;;;;;;;;909932;isc-gem
1926;7;13;15;17;56.16;38.161;-30.148;48.4;31.5;49.1;C;10;25;C;5.31;mw;0.2;D;p;;;;;;;;;;;;;;;;;909935;isc-gem
1926;7;14;1;38;46.54;-1.932;-68.483;103.4;31.6;86.3;D;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909936;isc-gem
1926;7;14;16;59;28.45;3.728;127.012;24.3;12.6;74.3;C;15;22.4;C;;mw;;D;;;;;;;;;;;;;;;;;;909939;isc-gem
1926;7;15;18;26;1.33;35.917;88.84;26.2;22.7;175.5;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909942;isc-gem
1926;7;25;17;57;57.83;36.3;-120.77;;;;D;10;3.9;C;5.83;mw;0.2;C;p;;;;;;;;;;;;;;;;;909954;isc-gem
1926;7;26;18;54;50.8;35.42;135.798;8.9;5.9;147.9;A;360;3.4;B;;mw;;D;;;;;;;;;;;;;;;;;;909955;isc-gem
1926;8;9;1;0;40.43;-40.357;-73.742;47.7;19.1;19.4;D;35;25;C;5.53;mw;0.51;C;p;;;;;;;;;;;;;;;;;910039;isc-gem
1926;8;9;14;2;43.29;27.074;122.008;52.2;9.6;145.9;D;35;25;C;6.42;mw;0.2;B;p;;;;;;;;;;;;;;;;;910041;isc-gem
1926;8;9;21;40;16.67;-28.753;-71.292;51.7;10.7;67.9;D;35;17.2;C;5.83;mw;0.2;C;p;;;;;;;;;;;;;;;;;910045;isc-gem
1926;8;10;21;16;58.93;-12.933;170.668;47.9;29.4;168.8;D;10;25;C;5.96;mw;0.25;C;p;;;;;;;;;;;;;;;;;910049;isc-gem
1926;8;12;22;18;22.7;-23.796;-66.711;34.5;15.7;98.5;C;200;13.6;C;;mw;;D;;;;;;;;;;;;;;;;;;910053;isc-gem
1926;8;15;6;31;47.35;6.189;125.147;55.5;16.6;113.3;C;15;19.1;C;;mw;;D;;;;;;;;;;;;;;;;;;910058;isc-gem
1926;8;17;1;42;52.01;38.856;15.195;9.9;5.8;14.5;C;15;23.9;C;5.35;mw;0.2;D;p;;;;;;;;;;;;;;;;;910063;isc-gem
1926;8;24;6;42;21.2;41.232;-27.994;77.1;26;10.6;C;10;25;C;;mw;;D;;;;;;;;;;;;;;;;;;910071;isc-gem
1926;8;29;7;40;45.93;44.745;87.49;2474.6;33.8;45.2;D;15;25;C;5.38;mw;0.2;D;p;;;;;;;;;;;;;;;;;910076;isc-gem
1926;9;3;21;59;59.24;41.748;26.066;8.2;6.8;120.9;C;15;25;C;5.36;mw;0.2;D;p;;;;;;;;;;;;;;;;;910081;isc-gem
1926;9;8;15;49;49.57;23.187;94.349;45.3;19.2;32.7;C;35;10.5;C;;mw;;D;;;;;;;;;;;;;;;;;;910091;isc-gem
1926;9;9;18;30;8.37;-58.813;150.159;43.6;23.6;105.8;C;10;25;C;6.2;mw;0.78;D;p;;;;;;;;;;;;;;;;;910098;isc-gem
1926;9;19;14;38;12.24;36.624;20.928;33.7;11.2;22.4;C;15;9.3;C;;mw;;D;;;;;;;;;;;;;;;;;;910114;isc-gem
1926;9;30;5;17;40.99;3.275;123.156;17.4;11.4;75.4;C;540;21.7;C;;mw;;D;;;;;;;;;;;;;;;;;;910134;isc-gem
1926;10;12;1;55;3.22;-1.635;98.178;38.3;14.2;40.8;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;910155;isc-gem
1926;10;15;6;47;48.76;35.192;-3.993;25.6;10.3;43.1;C;15;14.1;C;5.31;mw;0.2;D;p;;;;;;;;;;;;;;;;;910164;isc-gem
1926;10;22;18;39;5.34;-3.066;99.356;37.7;16.4;46.6;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;910180;isc-gem
1926;10;23;10;31;21.08;41.082;43.462;51.2;20.1;51.9;D;15;6;C;5.01;mw;0.2;D;p;;;;;;;;;;;;;;;;;910184;isc-gem
1926;10;27;14;13;50.33;-23.91;-66.362;31.6;8.7;71.6;D;15;13.6;C;5.65;mw;0.2;C;p;;;;;;;;;;;;;;;;;910199;isc-gem
1926;10;29;0;8;40.28;15.224;121.277;20.9;14.6;104.7;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;910204;isc-gem
1926;10;30;13;46;42.04;10.002;124.431;19.8;18.3;82.1;C;580;14.9;C;;mw;;D;;;;;;;;;;;;;;;;;;910207;isc-gem
1926;10;31;17;13;2.57;11.275;44.698;42.4;17.5;116.6;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;910210;isc-gem
1926;11;2;1;51;37.6;15.223;122.044;51.1;11.4;127;D;15;10.6;C;;mw;;D;;;;;;;;;;;;;;;;;;910214;isc-gem
1926;11;6;9;20;14.22;-7.047;155.842;20.5;14;97.9;B;130;25.1;C;;mw;;D;;;;;;;;;;;;;;;;;;9342023;isc-gem
1926;11;13;13;40;20.05;-31.348;-72.653;37.2;12.8;69;D;15;11.3;C;5.44;mw;0.23;C;p;;;;;;;;;;;;;;;;;910238;isc-gem
1926;11;15;4;20;52.77;61.441;-153.802;53.3;15.9;31.5;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;910239;isc-gem
1926;12;3;22;42;45.8;-17.961;168.092;43.3;16;127.8;C;35;15.6;C;;mw;;D;;;;;;;;;;;;;;;;;;910265;isc-gem
1926;12;15;13;58;50.62;46.781;7.294;6.3;5.7;32.2;C;15;6.5;C;;mw;;D;;;;;;;;;;;;;;;;;;910282;isc-gem
1926;12;17;6;20;49.73;41.414;19.993;13.2;6.1;55.6;C;15;7.2;C;;mw;;D;;;;;;;;;;;;;;;;;;910288;isc-gem
1926;12;24;6;26;48.03;42.578;44.821;42.8;8.8;41;C;15;5.1;C;5.27;mw;0.41;D;p;;;;;;;;;;;;;;;;;910298;isc-gem
1926;12;25;5;13;16.35;74.33;1.143;42.5;25.3;78.4;C;10;25;C;;mw;;D;;;;;;;;;;;;;;;;;;910300;isc-gem
1926;12;25;15;43;20.28;-0.056;118.954;37.5;13.8;128.6;D;35;25;C;;mw;;D;;;;;;;;;;;;;;;;;;910302;isc-gem
1926;12;27;9;20;26.76;-59.482;-106.412;262.2;16.8;153.8;D;10;25;C;6.35;mw;0.2;B;p;;;;;;;;;;;;;;;;;910306;isc-gem
1926;12;29;12;49;54.69;-34.802;56.566;123.9;36.1;158.8;C;10;25;C;;mw;;D;;;;;;;;;;;;;;;;;;910308;isc-gem
1926;12;31;16;53;49.98;25.133;77.494;20;12.1;99;D;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;910310;isc-gem
1927;1;1;9;13;36.77;32.153;-115.764;46.5;8.1;27.4;D;10;3.5;C;6.08;mw;0.32;C;p;;;;;;;;;;;;;;;;;909038;isc-gem
1927;1;5;16;24;17.64;16.641;118.564;27.1;9.5;60.9;D;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909047;isc-gem
1927;1;11;19;46;1.45;-14.578;-77.761;37.6;9.8;31.7;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909053;isc-gem
1927;1;20;10;56;27.35;-21.173;-68.821;21.4;7.7;89.1;B;90;11.5;C;;mw;;D;;;;;;;;;;;;;;;;;;909064;isc-gem
1927;1;21;8;53;12.42;-29.79;-176.05;421.9;288.6;83.4;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909065;isc-gem
1927;2;7;6;4;34.23;37.988;31.232;29.6;13;139.1;C;15;6.5;C;5.42;mw;0.2;D;p;;;;;;;;;;;;;;;;;909086;isc-gem
1927;2;14;4;50;1.51;35.982;23.004;26.7;10.7;20.2;C;35;12.6;C;;mw;;D;;;;;;;;;;;;;;;;;;909091;isc-gem
1927;2;20;2;0;33.14;24.278;120.961;23.1;16.6;87.5;D;35;4.8;C;5.71;mw;0.31;C;p;;;;;;;;;;;;;;;;;909106;isc-gem
1927;3;12;20;35;38.35;42.163;2.543;8.9;4.4;125.5;C;15;4.9;C;5.11;mw;0.2;D;p;;;;;;;;;;;;;;;;;909134;isc-gem
1927;3;14;7;43;9.23;-25.469;-69.801;37.6;9.6;78.6;D;15;4.9;C;5.5;mw;0.2;C;p;;;;;;;;;;;;;;;;;909138;isc-gem
1927;3;20;21;13;46.71;2.219;127.1;29.6;15.6;116.4;C;35;37.4;C;;mw;;D;;;;;;;;;;;;;;;;;;909155;isc-gem
1927;3;23;9;13;40.34;-60.737;-168.757;55.1;35.9;135.3;D;10;25;C;6.4;mw;0.46;C;p;;;;;;;;;;;;;;;;;909163;isc-gem
1927;3;29;23;8;35.39;34.043;25.282;43.7;11.8;31.6;C;15;13.2;C;;mw;;D;;;;;;;;;;;;;;;;;;909174;isc-gem
1927;4;1;19;6;3.21;-20.707;-176.965;13;8.6;132.2;C;295;17.7;C;;mw;;D;;;;;;;;;;;;;;;;;;909181;isc-gem
1927;4;3;13;46;53.33;29.982;142.377;12.5;10;81.4;C;15;13.1;C;;mw;;D;;;;;;;;;;;;;;;;;;909182;isc-gem
1927;4;5;5;17;31.99;-1.092;129.033;41.2;30.3;77.3;C;35;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909184;isc-gem
1927;4;6;18;54;11.43;-8.895;-70.813;31.5;9.9;65.3;C;592.5;15.1;C;;mw;;D;;;;;;;;;;;;;;;;;;909186;isc-gem
1927;4;6;20;14;28.58;-10.809;-72.123;58.4;13.3;53.1;C;495;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909189;isc-gem
1927;4;7;17;49;7.91;6.565;126.551;36.4;25.4;86.3;C;35;24.7;C;;mw;;D;;;;;;;;;;;;;;;;;;909191;isc-gem
1927;4;9;16;51;27.77;-21.264;-68.331;19.2;11;74.3;C;95;10.2;C;;mw;;D;;;;;;;;;;;;;;;;;;909194;isc-gem
1927;4;13;13;44;17;15.527;120.786;10.3;7.6;72.5;B;170;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909198;isc-gem
1927;4;13;14;34;38.55;15.442;120.626;30.6;22.7;156;C;175;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909199;isc-gem
1927;4;14;6;23;38.87;-32.509;-69.395;8.8;7.8;49;A;110;13.5;C;;mw;;D;;;;;;;;;;;;;;;;;;909200;isc-gem
1927;4;18;15;1;43.3;38.02;71.775;21.2;10.4;11.5;C;15;2.7;C;;mw;;D;;;;;;;;;;;;;;;;;;909205;isc-gem
1927;4;19;17;30;15.9;15.2;120.537;9.3;8.1;49.6;A;180;27.4;C;;mw;;D;;;;;;;;;;;;;;;;;;909209;isc-gem
1927;4;24;1;13;5.04;37.285;141.892;13.1;4.3;105.7;C;35;9.1;C;;mw;;D;;;;;;;;;;;;;;;;;;909216;isc-gem
1927;4;29;11;19;57.19;69.909;-19.418;25.2;16.5;162.1;C;10;25;C;5.34;mw;0.2;D;p;;;;;;;;;;;;;;;;;909227;isc-gem
1927;5;2;6;20;48.1;32.11;32.869;77.1;19.9;149.6;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909229;isc-gem
1927;5;14;20;29;19.7;42.049;45.74;11;5.9;6;C;15;9.4;C;5.07;mw;0.2;D;p;;;;;;;;;;;;;;;;;909251;isc-gem
1927;5;17;21;44;19.84;43.428;131.212;10;6.7;57.6;A;515;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909259;isc-gem
1927;5;18;1;42;31.28;39.032;-7.599;38.8;11.7;111.4;D;35;9;C;5.36;mw;0.2;D;p;;;;;;;;;;;;;;;;;909260;isc-gem
1927;5;20;10;51;10.59;23.16;93.815;29.3;16.3;147.6;C;35;16.4;C;;mw;;D;;;;;;;;;;;;;;;;;;909265;isc-gem
1927;5;22;1;45;15.7;-20.853;-67.98;12.6;8.4;88.7;C;125;32.2;C;;mw;;D;;;;;;;;;;;;;;;;;;909270;isc-gem
1927;5;23;6;38;27.52;50.186;89.917;20.3;14.9;26.2;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909275;isc-gem
1927;5;25;2;50;34.61;41.303;14.761;9.3;4.9;127.7;B;15;4.6;C;5.23;mw;0.2;D;p;;;;;;;;;;;;;;;;;909288;isc-gem
1927;6;7;2;58;34.33;16.579;146.98;135;36;39.4;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909323;isc-gem
1927;6;10;18;13;10.9;47.871;143.3;74.6;14;91.1;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909330;isc-gem
1927;6;17;6;4;7.41;-1.246;-101.71;96.6;17.7;54.6;D;10;25;C;5.85;mw;0.2;B;p;;;;;;;;;;;;;;;;;909341;isc-gem
1927;6;27;12;23;57.19;-23.797;-178.213;45.3;19.3;99.6;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909352;isc-gem
1927;6;29;22;0;51.1;34.896;75.085;51.1;25.9;68.4;C;15;25;C;5.21;mw;0.28;D;p;;;;;;;;;;;;;;;;;909356;isc-gem
1927;7;6;0;3;48.43;53.486;-34.027;35.2;28.7;61.8;C;10;25;C;5.4;mw;0.2;D;p;;;;;;;;;;;;;;;;;909370;isc-gem
1927;7;12;21;7;58.05;43.848;145.892;7.6;4.9;115.3;B;100;32;C;;mw;;D;;;;;;;;;;;;;;;;;;909380;isc-gem
1927;7;14;23;17;6.75;-5.735;130.346;19.9;11.7;66.8;C;15;48.8;C;;mw;;D;;;;;;;;;;;;;;;;;;909382;isc-gem
1927;7;15;3;46;42.36;36.451;71.124;11.7;7.5;51.2;B;245;33;C;;mw;;D;;;;;;;;;;;;;;;;;;909384;isc-gem
1927;7;16;1;27;0.22;71.147;-16.936;55;31.2;114.4;C;10;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909386;isc-gem
1927;7;16;1;35;11.08;71.239;-16.571;29.9;22;129;C;10;25;C;5.42;mw;0.2;D;p;;;;;;;;;;;;;;;;;909387;isc-gem
1927;7;16;2;16;8.42;70.867;-17.261;46.8;27.2;135.7;C;10;25;C;5.35;mw;0.2;D;p;;;;;;;;;;;;;;;;;909388;isc-gem
1927;7;24;13;23;6.75;27.287;56.649;38.3;19.8;179.8;C;15;7.3;C;;mw;;D;;;;;;;;;;;;;;;;;;909402;isc-gem
1927;7;25;3;15;32.31;-56.638;-29.534;48.4;25.3;46;D;15;25;C;5.77;mw;0.45;C;p;;;;;;;;;;;;;;;;;909406;isc-gem
1927;7;25;20;35;33.02;47.75;15.582;4.5;4.1;111.6;A;15;1.6;C;5.43;mw;0.2;D;p;;;;;;;;;;;;;;;;;909407;isc-gem
1927;7;29;11;33;13.81;34.633;54.679;30.9;11.8;165.3;C;15;25;C;5.42;mw;0.32;D;p;;;;;;;;;;;;;;;;;909414;isc-gem
1927;7;31;20;59;7.12;65.56;-18.64;44.6;22.7;83.3;C;10;25;C;5.19;mw;0.46;D;p;;;;;;;;;;;;;;;;;909418;isc-gem
1927;8;1;11;28;36.54;-23.641;-65.744;26.4;9.1;74.2;C;257.5;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909419;isc-gem
1927;8;3;11;44;28.98;39.607;144.587;42.9;15.7;151.1;D;15;21.9;C;5.62;mw;0.72;D;p;;;;;;;;;;;;;;;;;909425;isc-gem
1927;8;7;6;34;3.34;41.985;19.84;7.7;5.4;4.3;B;15;6.4;C;5.39;mw;0.33;D;p;;;;;;;;;;;;;;;;;909433;isc-gem
1927;8;8;0;25;22.74;74.08;5.365;32.8;23.3;11.2;C;10;25;C;5.29;mw;0.2;D;p;;;;;;;;;;;;;;;;;909436;isc-gem
1927;8;8;0;57;54.48;50.161;155.883;14;9.6;125.6;C;105;22.4;C;;mw;;D;;;;;;;;;;;;;;;;;;909437;isc-gem
1927;8;8;3;44;31.88;73.412;5.071;15.5;13.6;24.3;C;10;25;C;5.27;mw;0.38;D;p;;;;;;;;;;;;;;;;;909438;isc-gem
1927;8;12;0;33;46.77;27.694;140.071;10.9;9.4;116.4;C;470;19.1;C;;mw;;D;;;;;;;;;;;;;;;;;;909443;isc-gem
1927;8;13;0;57;48.47;46.131;9.764;5.5;4.8;8.3;A;15;4.8;C;;mw;;D;;;;;;;;;;;;;;;;;;909449;isc-gem
1927;8;18;1;50;56.29;4.59;62.486;40.6;36.5;173.2;C;10;5.2;C;;mw;;D;;;;;;;;;;;;;;;;;;909455;isc-gem
1927;8;21;22;39;48.38;-24.023;-174.882;29;25;116.6;C;15;15.7;C;;mw;;D;;;;;;;;;;;;;;;;;;909465;isc-gem
1927;8;25;22;56;46.63;32.615;100.926;193.5;69.1;30.4;D;15;25;C;5.53;mw;0.2;C;p;;;;;;;;;;;;;;;;;909477;isc-gem
1927;8;27;12;13;18.7;41.367;163.142;84.4;52.5;112.4;D;10;25;C;6.18;mw;0.28;B;p;;;;;;;;;;;;;;;;;909480;isc-gem
1927;9;4;19;47;41.89;-7.579;126.628;40.2;13;113.2;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909488;isc-gem
1927;9;6;7;16;9.74;76.805;7.881;24.5;22.8;11.7;C;10;25;C;5.27;mw;0.2;D;p;;;;;;;;;;;;;;;;;909493;isc-gem
1927;9;12;7;42;31.66;44.651;34.659;10.9;8.4;158.2;C;15;25;C;5.24;mw;0.22;D;p;;;;;;;;;;;;;;;;;909507;isc-gem
1927;9;12;19;30;45.69;35.351;26.615;31.9;9.6;22;C;15;15.4;C;5.15;mw;0.2;D;p;;;;;;;;;;;;;;;;;909512;isc-gem
1927;9;14;2;45;38.65;44.5;34.5;;;;D;15;25;C;5.29;mw;0.33;D;p;;;;;;;;;;;;;;;;;909516;isc-gem
1927;9;16;8;22;3.3;44.758;34.619;12.7;6.8;16.1;C;15;25;C;5.17;mw;0.53;D;p;;;;;;;;;;;;;;;;;909518;isc-gem
1927;10;3;23;55;58.19;-20.999;-68.333;35.1;12.1;91.4;C;150;14.5;C;;mw;;D;;;;;;;;;;;;;;;;;;909537;isc-gem
1927;10;7;14;19;44.04;38.739;21.396;16.5;6.3;29.7;C;15;8.8;C;5.36;mw;0.2;D;p;;;;;;;;;;;;;;;;;909544;isc-gem
1927;10;7;15;28;24.64;37.118;20.1;44.5;6.5;13.5;C;15;13.2;C;;mw;;D;;;;;;;;;;;;;;;;;;909545;isc-gem
1927;10;7;21;34;26.71;35.576;69.77;23.4;14.2;150.1;C;35;19.2;C;;mw;;D;;;;;;;;;;;;;;;;;;909547;isc-gem
1927;10;11;14;45;4.01;41.804;13.883;10.5;7.2;69.2;C;15;6.1;C;5.35;mw;0.2;D;p;;;;;;;;;;;;;;;;;909558;isc-gem
1927;10;15;10;59;12.18;-40.892;46.633;53;21.5;150;D;10;25;C;5.74;mw;0.28;C;p;;;;;;;;;;;;;;;;;909568;isc-gem
1927;10;19;21;58;45.26;-49.359;123.716;50;24.4;18.5;D;10;25;C;6.04;mw;0.28;C;p;;;;;;;;;;;;;;;;;909577;isc-gem
1927;10;25;8;35;20.05;-30.877;-69.334;32.5;12;42.2;C;15;38.8;C;;mw;;D;;;;;;;;;;;;;;;;;;909584;isc-gem
1927;10;25;21;37;28.27;35.743;138.944;79.7;11.8;138.1;D;15;8.1;C;5.63;mw;0.27;C;p;;;;;;;;;;;;;;;;;909588;isc-gem
1927;10;31;13;25;15.38;31.09;142.351;14.8;8;86;C;15;17.5;C;;mw;;D;;;;;;;;;;;;;;;;;;909598;isc-gem
1927;11;2;6;9;45.53;-20.519;-68.476;13.2;8.5;91.6;C;15;10.9;C;5.34;mw;0.25;D;p;;;;;;;;;;;;;;;;;909601;isc-gem
1927;11;6;15;34;31.78;-6.848;129.094;16.5;10.4;70.9;C;150;32.6;C;;mw;;D;;;;;;;;;;;;;;;;;;909612;isc-gem
1927;11;10;3;2;40.98;-2.829;135.532;85.7;15.5;69.5;C;35;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909617;isc-gem
1927;11;15;8;29;30.09;51.705;179.46;12.8;7.5;176.8;C;90;15.5;C;;mw;;D;;;;;;;;;;;;;;;;;;909627;isc-gem
1927;11;15;14;39;21.36;33.726;48.111;26.7;11.7;129.7;C;15;8.2;C;;mw;;D;;;;;;;;;;;;;;;;;;909628;isc-gem
1927;11;16;1;26;57.33;26.403;54.028;53.1;25.7;32.9;C;15;25;C;5.39;mw;0.2;D;p;;;;;;;;;;;;;;;;;909630;isc-gem
1927;11;17;20;54;48.41;-23.851;-66.325;18.9;7.5;76.2;C;190;13.6;C;;mw;;D;;;;;;;;;;;;;;;;;;909634;isc-gem
1927;11;18;12;37;10.57;36.609;27.63;30.5;9.5;10.2;C;15;13.5;C;;mw;;D;;;;;;;;;;;;;;;;;;909638;isc-gem
1927;11;21;15;13;57.17;57.403;-137.633;185;13;49.9;D;15;25;C;5.58;mw;0.2;C;p;;;;;;;;;;;;;;;;;909646;isc-gem
1927;11;23;0;12;51.91;28.619;130.158;80.7;35.2;132.1;D;35;8.5;C;5.6;mw;0.2;C;p;;;;;;;;;;;;;;;;;909650;isc-gem
1927;11;26;12;54;0.82;-24.365;-66.779;12.9;7.1;67.7;C;185;12.6;C;;mw;;D;;;;;;;;;;;;;;;;;;909652;isc-gem
1927;12;11;15;32;54.22;-30.064;-174.383;43.6;20.8;56;D;15;25;C;5.91;mw;0.2;B;p;;;;;;;;;;;;;;;;;909670;isc-gem
1927;12;14;7;50;24.98;24.448;62.63;27;20.1;145.6;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909676;isc-gem
1927;12;30;6;0;37.99;-5.517;130.13;26.8;20;46.9;C;15;25;C;;mw;;D;;;;;;;;;;;;;;;;;;909690;isc-gem
1927;12;31;19;6;57.07;57.371;-137.13;70.2;19.3;22.5;C;15;25;C;6.06;mw;1.49;D;p;;;;;;;;;;;;;;;;;909695;isc-gem
1928;1;1;7;17;5.59;36.028;139.926;3.7;2.5;129.6;A;35;12.9;B;;mw;;D;;;;;;;;;;;;;;;;;;908442;isc-gem
1928;1;1;18;43;32.07;52.68;152.439;18.5;10.6;93.4;C;530;26.4;C;;mw;;D;;;;;;;;;;;;;;;;;;908445;isc-gem
1928;1;5;21;46;12.92;-19.078;-63.622;15.7;11.4;69.7;A;540;25;C;;mw;;D;;;;;;;;;;;;;;;;;;908450;isc-gem
1928;1;15;2;55;20.97;3.931;96.98;18.3;9.6;50;C;15;53.7;C;;mw;;D;;;;;;;;;;;;;;;;;;908460;isc-gem
1928;1;19;22;46;15.38;-23.256;-175.466;82.5;16.8;81.3;D;15;15.6;C;6;mw;0.25;B;p;;;;;;;;;;;;;;;;;908464;isc-gem
1928;1;22;0;18;26.35;39.171;23.06;29.9;8.4;28;C;15;5.1;C;5.39;mw;0.34;D;p;;;;;;;;;;;;;;;;;908468;isc-gem
1928;2;17;12;39;13.29;-9.055;157.256;27.9;26.1;150.5;C;15;6.7;C;;mw;;D;;;;;;;;;;;;;;;;;;908497;isc-gem
1928;2;22;12;57;41.93;-22.945;-163.623;69.2;29.6;54.5;D;35;25;C;;mw;;D;;;;;;;;;;;;;;;;;;908504;isc-gem
1928;2;25;10;53;22.96;-4.034;134.57;25.5;10.8;67.4;C;15;10.6;C;;mw;;D;;;;;;;;;;;;;;;;;;908511;isc-gem
1928;3;3;18;49;19.63;-29.51;173.606;85.8;17.2;66;C;35;25;C;;mw;;D;;;;;;;;;;;;;;;;;;908520;isc-gem
1928;3;7;9;46;7.82;39.383;75.056;18.9;14.8;56.6;C;15;21.2;C;5.38;mw;0.2;D;p;;;;;;;;;;;;;;;;;908522;isc-gem
1928;3;13;22;40;10.65;-3.596;128.057;31.1;21.1;173.7;C;35;16;C;;mw;;D;;;;;;;;;;;;;;;;;;908537;isc-gem
1928;3;17;2;59;16.18;-22.532;170.853;23.3;16.3;70.9;C;35;18.3;C;;mw;;D;;;;;;;;;;;;;;;;;;908539;isc-gem
1928;3;17;19;40;56.97;41.476;20.251;13.6;10.1;123.4;C;15;6.8;C;;mw;;D;;;;;;;;;;;;;;;;;;908541;isc-gem
