igpeventID;year;month;day;hour;minute;second;latitude;longitude;Depth;magnitude;magType;catalog
20200401;2020;6;2;10;29;15;-17.337;-69.463;177;4.7;ml;igp
20200395;2020;5;31;5;9;35;-15.408;-70.943;210;5.8;ml;igp
20200394;2020;5;31;3;57;40;-10.193;-76.4;20;4.5;ml;igp
20200380;2020;5;26;4;41;24;-10.621;-76.76;119;4.8;ml;igp
20200364;2020;5;20;3;8;22;-7.239;-80.497;24;4.5;ml;igp
20200358;2020;5;19;0;24;51;-14.509;-73.005;126;5.4;ml;igp
20200348;2020;5;15;11;16;5;-15.395;-74.117;99;4.5;ml;igp
20200344;2020;5;13;10;11;36;-7.239;-79.42;69;4.5;ml;igp
20200343;2020;5;12;15;10;31;-10.666;-78.365;73;5;ml;igp
20200340;2020;5;11;19;17;44;-15.902;-74.991;26;4.5;ml;igp
20200329;2020;5;9;4;27;35;-5.606;-76.528;103;4.7;ml;igp
20200327;2020;5;8;2;49;14;-8.694;-74.899;147;5;ml;igp
20200324;2020;5;7;18;4;17;-14.362;-75.819;63;4.5;ml;igp
20200322;2020;5;7;0;49;7;-5.621;-76.493;104;5.7;ml;igp
20200319;2020;5;6;15;43;10;-19.478;-70.646;49;5.1;ml;igp
20200312;2020;5;4;7;51;24;-16.816;-72.488;58;4.7;ml;igp
20200304;2020;5;3;0;44;26;-15.424;-70.532;214;5.6;ml;igp
20200289;2020;4;28;9;6;7;-2.905;-77.468;10;4.7;ml;igp
20200283;2020;4;26;22;28;11;-9.826;-75.243;111;4.5;ml;igp
20200262;2020;4;20;23;47;34;-8.008;-74.514;168;5.1;ml;igp
20200252;2020;4;17;3;13;31;-2.49;-77.18;155;4.6;ml;igp
20200235;2020;4;10;23;27;49;-8.526;-74.363;163;4.6;ml;igp
20200231;2020;4;9;14;6;52;-18.317;-69.513;146;5;ml;igp
20200217;2020;4;2;10;30;31;-6.056;-80.691;43;4.6;ml;igp
20200212;2020;4;1;13;58;19;-11.873;-77.072;74;4.5;ml;igp
20200199;2020;3;26;21;24;4;-10.093;-74.166;154;4.5;ml;igp
20200193;2020;3;23;22;13;44;-18.967;-70.249;73;4.9;ml;igp
20200160;2020;3;15;15;35;7;-8.932;-74.631;147;4.5;ml;igp
20200157;2020;3;13;2;8;2;-20.085;-69.846;95;5.2;ml;igp
20200154;2020;3;9;9;35;40;-4.785;-80.267;69;4.8;ml;igp
20200146;2020;3;3;6;0;9;-16.361;-73.457;29;4.9;ml;igp
20200145;2020;3;2;23;7;51;-18.116;-70.749;34;5;ml;igp
20200132;2020;2;25;4;14;58;-8.21;-80.256;34;5.2;ml;igp
20200126;2020;2;21;6;44;44;-9.13;-79.418;16;4.8;ml;igp
20200113;2020;2;15;19;54;40;-14.22;-73.65;109;4.5;ml;igp
20200111;2020;2;14;15;10;47;-12.56;-78.068;25;4.8;ml;igp
20200110;2020;2;14;13;50;45;-16.639;-72.984;45;4.7;ml;igp
20200104;2020;2;13;4;31;49;-16.095;-74.697;24;5.2;ml;igp
20200099;2020;2;11;22;15;0;-15.15;-75.85;41;4.6;ml;igp
20200083;2020;2;5;7;57;18;-4.427;-77.441;17;5.1;ml;igp
20200081;2020;2;5;1;51;42;-5.795;-80.933;44;5.2;ml;igp
20200073;2020;1;31;23;6;9;-12.573;-76.809;74;4.7;ml;igp
20200039;2020;1;24;5;13;50;-17.493;-71.072;79;5.2;ml;igp
20200025;2020;1;16;2;3;14;-4.08;-77.104;111;4.6;ml;igp
20200024;2020;1;16;0;51;55;-7.889;-74.528;150;4.6;ml;igp
20200023;2020;1;15;9;45;14;-10.395;-78.847;26;5.4;ml;igp
20200018;2020;1;11;6;20;29;-8.9;-75.008;136;4.6;ml;igp
20200004;2020;1;3;14;16;39;-3.328;-80.292;57;5;ml;igp
