event_id;Agency;year;month;day;hour;minute;second;latitude;longitude;depth;magnitude;magType;catalog
sara_pre1964_000001;CERES995;1513;;;;;;-17.21;-72.3;30;8.69;Mw;sara
sara_pre1964_000002;CERES995;1520;;;;;;-40;-74;;7.37;Mw;sara
sara_pre1964_000003;SHIVE011;1530;9;1;14;;;10.7;-64.1;;7.31;Mw;sara
sara_pre1964_000004;CERES995;1533;1;;;;;-12.2;-77.8;30;6.52;Mw;sara
sara_pre1964_000005;CERES995;1533;2;0;0;0;0;-12.3;-77.299;;6.23;Mw;sara
sara_pre1964_000006;CERES995;1541;4;0;0;0;0;-0.14;-78.269;;6.32;Mw;sara
sara_pre1964_000007;CERES995;1543;;;;;;-19;-70.5;;7.37;Mw;sara
sara_pre1964_000008;CERES995;1552;7;2;10;30;;-16.6;-71.3;30;7.6;Mw;sara
sara_pre1964_000009;CERES995;1555;11;15;;;;-11.9;-77.6;30;8.4;Mw;sara
sara_pre1964_000010;CERES995;1557;2;0;0;0;0;-1.5;-78.5;;5.89;Mw;sara
sara_pre1964_000011;CERES995;1560;1;22;0;0;0;-0.22;-78.5;;4.95;Mw;sara
sara_pre1964_000012;CERES995;1562;10;28;10;;;-38.7;-73.15;;7.66;Mw;sara
sara_pre1964_000013;CERES995;1566;;;;;;2.5;-76.599;;5.89;Mw;sara
sara_pre1964_000014;CERES995;1568;4;4;;;;-14.38;-75.72;80;6.61;Mw;sara
sara_pre1964_000015;CERES995;1570;2;8;5;;;-36.75;-73;;8;Mw;sara
sara_pre1964_000016;CERES995;1575;3;17;6;;;-33.4;-70.6;;7.26;Mw;sara
sara_pre1964_000017;CERES995;1575;9;8;0;0;0;-0.22;-78.5;;5.89;Mw;sara
sara_pre1964_000018;CERES995;1575;12;16;18;30;;-39.8;-73.2;;8.25;Mw;sara
sara_pre1964_000019;CERES995;1578;6;17;0;0;0;-12.699;-77.299;60;6.23;Mw;sara
sara_pre1964_000020;CERES995;1581;;;;;;-12.4;-77.7;30;7.6;Mw;sara
sara_pre1964_000021;CERES995;1581;;;;;;-14.1;-71.5;15;6.42;Mw;sara
sara_pre1964_000022;CERES995;1582;1;22;16;30;;-16.6;-71.6;30;7.5;Mw;sara
sara_pre1964_000023;CERES995;1582;8;7;0;0;0;-33.399;-70.599;;6.8;Mw;sara
sara_pre1964_000024;CERES995;1582;8;15;;;;-12.2;-77.6;30;7.8;Mw;sara
sara_pre1964_000025;CERES995;1584;3;17;;;;-11.8;-77.8;30;8.4;Mw;sara
sara_pre1964_000026;CERES995;1586;7;10;0;30;;-12.3;-77.7;60;8.1;Mw;sara
sara_pre1964_000027;BEAAL010;1587;8;31;;;;-0.05;-78.33;;6.4;Mw;sara
sara_pre1964_000028;CERES995;1590;4;1;0;0;0;-0.22;-78.5;;4.95;Mw;sara
sara_pre1964_000029;CERES995;1590;;;;;;-17.2;-72.9;40;7.7;Mw;sara
sara_pre1964_000030;CERES995;1590;;;;;;-13.5;-71.9;15;6.23;Mw;sara
sara_pre1964_000031;CERES995;1600;2;19;2;0;0;-16.699;-70.799;6;5.94;Mw;sara
sara_pre1964_000032;CERES995;1600;2;19;10;;;-16.77;-70.9;20;7.9;Mw;sara
sara_pre1964_000033;CERES995;1600;2;19;16;0;0;-16.699;-70.799;6;7.09;Mw;sara
sara_pre1964_000034;CERES995;1600;2;28;20;;;-16.6;-70.8;20;8.1;Mw;sara
sara_pre1964_000035;CERES995;1604;11;24;18;30;;-17.88;-70.94;80;8.7;Mw;sara
sara_pre1964_000036;CERES995;1604;12;0;0;0;0;-29.899;-71.25;;7.37;Mw;sara
sara_pre1964_000037;CERES995;1606;3;23;20;;;-7;-80.3;40;6.52;Mw;sara
sara_pre1964_000038;CERES995;1606;10;25;13;;;-11.8;-77.8;60;6.81;Mw;sara
sara_pre1964_000039;CERES995;1609;10;20;1;;;-11.9;-77.4;55;7.41;Mw;sara
sara_pre1964_000040;PALAL005;1610;2;3;19;;;8.45;-71.65;;7.6;Mw;sara
sara_pre1964_000041;CERES995;1615;9;16;;;;-18.5;-70.35;;7.51;Mw;sara
sara_pre1964_000042;CERES995;1616;2;;;;;5;-74;;7.01;Mw;sara
sara_pre1964_000043;CERES995;1619;2;14;16;30;;-8.9;-79.3;50;7.85;Mw;sara
sara_pre1964_000044;CERES985;1625;;;;;;4.6;-74;;5.74;Mw;sara
sara_pre1964_000045;CERES995;1627;6;26;11;0;0;-0.22;-78.5;;5.89;Mw;sara
sara_pre1964_000046;CERES995;1628;5;15;0;0;0;-0.22;-78.5;;4.95;Mw;sara
sara_pre1964_000047;CERES995;1629;;;;;;10.47;-64.17;;5.53;Mw;sara
sara_pre1964_000048;CERES995;1630;11;27;15;30;;-12.2;-77.5;30;7.51;Mw;sara
sara_pre1964_000049;CERES995;1639;12;0;0;0;0;-29.949;-71.349;;7.37;Mw;sara
sara_pre1964_000050;CERES995;1641;6;11;12;45;0;10.9;-66.7;;6.73;Mw;sara
sara_pre1964_000051;CERES995;1643;9;6;10;0;0;-33.399;-70.599;;6.8;Mw;sara
sara_pre1964_000052;GOMAL015;1644;1;16;10;;;7.649;-72.874;;7.28;Mw;sara
sara_pre1964_000053;GOMAL015;1644;3;16;17;;;4.486;-74.148;;5.5;Mw;sara
sara_pre1964_000054;BEAAL013;1645;3;15;;;;-1.73;-78.8;;7;Mw;sara
sara_pre1964_000055;GOMAL015;1646;4;3;7;;;5.348;-74.301;;6.58;Mw;sara
sara_pre1964_000056;CERES995;1647;5;13;15;30;;-14;-76.5;40;6.52;Mw;sara
sara_pre1964_000057;CERES995;1647;5;14;2;30;;-33;-72;;8;Mw;sara
sara_pre1964_000058;CERES995;1650;3;31;16;10;;-13.6;-72.2;70;7.41;Mw;sara
sara_pre1964_000059;CERES995;1650;3;31;19;;;-13.5;-71.7;30;7.21;Mw;sara
sara_pre1964_000060;CERES995;1650;11;10;16;0;0;-19.039;-65.319;;6.47;Mw;sara
sara_pre1964_000061;CERES995;1651;12;4;0;0;0;-0.22;-78.5;;4.95;Mw;sara
sara_pre1964_000062;CERES995;1653;7;9;0;0;0;-2.2;-79.9;;5.42;Mw;sara
sara_pre1964_000063;CERES995;1655;11;13;19;45;;-12.3;-77.6;30;7.7;Mw;sara
sara_pre1964_000064;CERES995;1655;12;15;0;0;0;-0.22;-78.5;;5.42;Mw;sara
sara_pre1964_000065;CERES995;1656;1;1;0;0;0;-0.22;-78.5;;4.95;Mw;sara
sara_pre1964_000066;CERES995;1657;3;15;23;30;;-36.83;-73.03;;8;Mw;sara
sara_pre1964_000067;CERES995;1658;2;14;;;;-8.2;-80.1;40;7.7;Mw;sara
sara_pre1964_000068;CERES995;1660;10;27;15;0;0;-0.19;-78.59;;5.89;Mw;sara
sara_pre1964_000069;CERES995;1660;12;0;0;0;0;-0.5;-78.4;;5.42;Mw;sara
sara_pre1964_000070;CERES995;1661;1;0;0;0;0;-0.5;-78.4;;5.42;Mw;sara
sara_pre1964_000071;CERES995;1661;12;0;0;0;0;-0.22;-78.5;;4.95;Mw;sara
sara_pre1964_000072;CERES995;1662;3;0;0;0;0;-0.22;-78.5;;5.89;Mw;sara
sara_pre1964_000073;CERES995;1664;5;22;9;15;;-14.1;-75.85;15;7.5;Mw;sara
sara_pre1964_000074;CERES995;1668;8;10;0;0;0;0.3;-78.2;;5.42;Mw;sara
sara_pre1964_000075;CERES995;1673;12;8;8;30;0;9.33;-70.64;;4.93;Mw;sara
sara_pre1964_000076;PALAL005;1674;3;16;;;;8.95;-70.8;;7.4;Mw;sara
sara_pre1964_000077;BEAAL013;1674;8;29;;;;-1.67;-79.05;;6.45;Mw;sara
sara_pre1964_000078;CERES995;1678;1;5;6;30;0;-0.22;-78.5;;4.95;Mw;sara
sara_pre1964_000079;CERES995;1678;6;16;1;45;;-12.3;-77.8;40;7.85;Mw;sara
sara_pre1964_000080;CERES995;1681;3;10;;;;-18.5;-70.35;;7.26;Mw;sara
sara_pre1964_000081;CERES995;1684;5;5;0;30;0;10.47;-64.17;;5.53;Mw;sara
sara_pre1964_000082;CERES995;1687;1;28;0;0;0;-12.582;-74.552;20;6.52;Mw;sara
sara_pre1964_000083;CERES995;1687;4;1;5;0;0;-12.3;-77.2;;6.23;Mw;sara
sara_pre1964_000084;CERES995;1687;7;12;7;;;-32.75;-70.73;;7.26;Mw;sara
sara_pre1964_000085;CERES995;1687;10;20;9;15;0;-11.35;-78.2;70;6.02;Mw;sara
sara_pre1964_000086;CERES995;1687;10;20;11;30;;-15.2;-75.9;28;8.4;Mw;sara
sara_pre1964_000087;CERES995;1687;11;22;0;0;0;-15.199;-75.9;;6.23;Mw;sara
sara_pre1964_000088;BEAAL013;1687;11;22;;;;-1.25;-78.42;;6.25;Mw;sara
sara_pre1964_000089;CERES995;1688;10;10;21;30;0;-12.08;-77;;6.23;Mw;sara
sara_pre1964_000090;CERES995;1690;7;9;0;0;0;-33.399;-70.599;;6.8;Mw;sara
sara_pre1964_000091;CERES995;1690;11;20;19;30;;-12.55;-77;40;7.21;Mw;sara
sara_pre1964_000092;FUN014;1691;;;;;;8.4;-71.6;;4.93;Mw;sara
sara_pre1964_000093;CERES995;1692;9;13;11;;;-25.4;-64.8;30;7.01;Mw;sara
sara_pre1964_000094;CERES995;1696;7;14;9;;;-12.8;-77.7;20;6.71;Mw;sara
sara_pre1964_000095;CERES995;1696;;;;;;1.2;-77.2;;6.32;Mw;sara
sara_pre1964_000096;CERES995;1697;9;29;13;30;;-12.3;-77.4;30;7.31;Mw;sara
sara_pre1964_000097;BEAAL010;1698;6;20;;;;-1.4;-78.8;;7.3;Mw;sara
sara_pre1964_000098;CERES995;1698;6;28;11;0;0;-1;-78.299;;5.89;Mw;sara
sara_pre1964_000099;CERES995;1699;7;14;9;;;-11.8;-77.5;40;6.52;Mw;sara
sara_pre1964_000100;CERES995;1703;3;0;0;0;0;-0.9;-78.65;;5.89;Mw;sara
sara_pre1964_000101;CERES995;1703;;;;;;10.5;-66.92;;4.93;Mw;sara
sara_pre1964_000102;CERES995;1707;9;18;5;0;0;-13.9;-72.099;10;5.96;Mw;sara
sara_pre1964_000103;CERES995;1707;9;18;13;0;0;-13.9;-72.099;10;4.95;Mw;sara
sara_pre1964_000104;CERES995;1709;12;20;10;0;0;-12.3;-77.299;60;6.39;Mw;sara
sara_pre1964_000105;CERES995;1709;12;23;15;0;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000106;CERES995;1715;8;23;;;;-17.3;-70.8;80;7.5;Mw;sara
sara_pre1964_000107;CERES995;1716;2;6;0;0;0;-17.199;-71.2;40;7.09;Mw;sara
sara_pre1964_000108;CERES995;1716;2;11;1;15;0;-13.699;-76.299;;6.23;Mw;sara
sara_pre1964_000109;CERES995;1716;2;11;1;;;-13.7;-76.05;50;7.37;Mw;sara
sara_pre1964_000110;CERES995;1718;8;3;11;0;0;-13.55;-71.519;;6.23;Mw;sara
sara_pre1964_000111;CERES995;1719;6;17;0;0;0;-13.199;-74.4;20;4.94;Mw;sara
sara_pre1964_000112;CERES995;1720;4;22;3;0;0;-13.55;-71.519;;6.23;Mw;sara
sara_pre1964_000113;CERES995;1720;11;23;0;0;0;-13;-38.5;;2.14;Mw;sara
sara_pre1964_000114;CERES995;1724;1;14;10;30;0;-13;-38.5;;1.78;Mw;sara
sara_pre1964_000115;CERES995;1724;3;24;0;0;0;-33.399;-70.599;;6.8;Mw;sara
sara_pre1964_000116;CERES995;1725;1;7;4;15;;-9.2;-79.3;60;7.5;Mw;sara
sara_pre1964_000117;CERES995;1725;1;8;13;0;0;-16.399;-71.599;80;6.52;Mw;sara
sara_pre1964_000118;CERES995;1725;2;0;0;0;0;-0.8;-78.9;;4.95;Mw;sara
sara_pre1964_000119;CERES995;1725;3;27;0;0;0;-16.699;-73;50;6.23;Mw;sara
sara_pre1964_000120;CERES995;1728;10;0;0;0;0;-0.5;-78.2;;5.42;Mw;sara
sara_pre1964_000121;CERES995;1730;7;8;10;;;-33.05;-71.63;;8.74;Mw;sara
sara_pre1964_000122;CERES995;1732;12;2;6;;;-11.8;-77.6;50;6.91;Mw;sara
sara_pre1964_000123;CERES995;1734;5;28;0;0;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000124;GOMAL015;1736;2;2;14;;;2.5;-76.5;;6.16;Mw;sara
sara_pre1964_000125;BEAAL013;1736;12;6;;;;-0.75;-78.75;;5.95;Mw;sara
sara_pre1964_000126;CERES995;1737;12;24;;;;-39.8;-73.2;;7.51;Mw;sara
sara_pre1964_000127;CERES995;1737;;;;;;10.05;-69.299;;5.53;Mw;sara
sara_pre1964_000128;CERES995;1739;3;24;0;0;0;-14.1;-73.2;;6.52;Mw;sara
sara_pre1964_000129;CERES995;1739;4;10;0;0;0;-1.9;-78.299;;4.95;Mw;sara
sara_pre1964_000130;CERES995;1740;8;27;14;0;0;-0.22;-78.5;;4.95;Mw;sara
sara_pre1964_000131;CERES995;1741;4;27;9;0;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000132;CERES995;1741;4;29;9;0;0;-13.65;-73.45;;6.23;Mw;sara
sara_pre1964_000133;CERES995;1742;3;25;2;0;0;-13.6;-72;;6.23;Mw;sara
sara_pre1964_000134;CERES995;1742;5;9;14;45;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000135;CERES995;1742;5;27;22;35;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000136;CERES995;1742;6;15;0;0;0;-0.7;-78.4;;4.95;Mw;sara
sara_pre1964_000137;CERES995;1742;12;9;18;0;0;-0.7;-78.4;;4.95;Mw;sara
sara_pre1964_000138;CERES995;1743;5;9;18;15;0;-13.5;-72;;6.23;Mw;sara
sara_pre1964_000139;GOMAL015;1743;10;18;15;45;;4.57;-73.647;;6.52;Mw;sara
sara_pre1964_000140;CERES995;1743;10;18;;;;4.5;-73.799;;5.09;Mw;sara
sara_pre1964_000141;CERES995;1744;9;24;12;0;0;-15.3;-58;;3.23;Mw;sara
sara_pre1964_000142;CERES995;1744;11;14;11;30;0;-13.5;-72;10;6.52;Mw;sara
sara_pre1964_000143;CERES995;1744;11;19;11;30;0;-13.77;-72.099;20;5.29;Mw;sara
sara_pre1964_000144;CERES995;1744;;;;;;-1.5;-78.599;;5.89;Mw;sara
sara_pre1964_000145;CERES995;1745;;;;;;-1.4;-78.4;;5.89;Mw;sara
sara_pre1964_000146;CERES995;1746;2;9;13;0;0;-13.5;-72;;6.23;Mw;sara
sara_pre1964_000147;CERES995;1746;2;11;0;0;0;-14;-71.7;20;5.2;Mw;sara
sara_pre1964_000148;CERES995;1746;10;29;3;30;;-11.996;-77.198;30;8.6;Mw;sara
sara_pre1964_000149;CERES995;1747;1;8;14;0;0;-13.6;-71.9;;6.23;Mw;sara
sara_pre1964_000150;CERES995;1747;2;15;0;0;0;-13.8;-73.099;10;7.09;Mw;sara
sara_pre1964_000151;CERES995;1747;3;14;18;30;0;-8.58;-78.099;20;5.2;Mw;sara
sara_pre1964_000152;CERES995;1747;3;19;0;0;0;-13.5;-71.599;80;6.22;Mw;sara
sara_pre1964_000153;CERES995;1747;;;;;;-13.9;-70.349;20;7.09;Mw;sara
sara_pre1964_000154;CERES995;1749;1;20;;;;-4;-79.2;;6.32;Mw;sara
sara_pre1964_000155;CERES995;1751;4;25;;;;2.5;-76.5;;5.89;Mw;sara
sara_pre1964_000156;CERES995;1751;5;25;5;30;;-36.83;-73.03;;8.5;Mw;sara
sara_pre1964_000157;CERES995;1755;4;28;10;0;0;-0.21;-78.48;;6.32;Mw;sara
sara_pre1964_000158;BEAAL013;1757;2;22;;;;-0.92;-78.56;;6.15;Mw;sara
sara_pre1964_000159;CERES995;1759;9;3;4;15;0;-8.6;-79.799;50;6.02;Mw;sara
sara_pre1964_000160;CERES995;1759;;;;;;5.7;-76.599;;5.42;Mw;sara
sara_pre1964_000161;CERES995;1764;7;15;5;30;0;-0.22;-78.5;;4.95;Mw;sara
sara_pre1964_000162;CERES995;1765;;;;;;1.9;-76.799;;5.42;Mw;sara
sara_pre1964_000163;CERES995;1766;1;22;21;0;0;0.44;-77.969;;4.95;Mw;sara
sara_pre1964_000164;GOMAL015;1766;7;9;21;;;3.88;-76.671;;6.83;Mw;sara
sara_pre1964_000165;MOCQ007;1766;10;21;4;30;;11;-62.5;85;7.01;Mw;sara
sara_pre1964_000166;CERES995;1767;8;1;23;0;0;-20.309;-40.329;;2.99;Mw;sara
sara_pre1964_000167;CERES995;1768;4;3;2;30;0;-0.7;-78.4;;5.42;Mw;sara
sara_pre1964_000168;CERES995;1773;6;29;0;0;0;-27.35;-70.349;;6.8;Mw;sara
sara_pre1964_000169;CERES995;1775;3;17;0;0;0;-33.049;-71.629;;6.8;Mw;sara
sara_pre1964_000170;PALAL005;1775;12;26;10;15;0;9.6;-70.4;;6.1;Mw;sara
sara_pre1964_000171;CERES995;1776;1;3;0;0;0;-1.47;-78.439;;4.95;Mw;sara
sara_pre1964_000172;CERES995;1777;1;26;8;0;0;-11.8;-77.4;50;5.62;Mw;sara
sara_pre1964_000173;CERES995;1777;1;26;21;0;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000174;CERES995;1782;5;22;16;;;-33;-69.2;30;7.01;Mw;sara
sara_pre1964_000175;CERES995;1784;5;13;12;36;;-16.5;-72;70;8.4;Mw;sara
sara_pre1964_000176;CERES995;1784;5;14;7;0;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000177;CERES995;1784;5;14;7;30;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000178;CERES995;1784;5;16;5;30;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000179;CERES995;1784;5;16;8;15;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000180;CERES995;1784;5;16;16;43;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000181;CERES995;1784;5;17;7;0;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000182;CERES995;1784;5;17;19;56;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000183;CERES995;1784;5;18;9;50;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000184;CERES995;1784;5;18;16;30;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000185;CERES995;1784;5;21;1;46;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000186;CERES995;1784;5;30;10;35;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000187;CERES995;1784;6;6;22;36;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000188;CERES995;1784;6;20;4;0;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000189;CERES995;1784;7;8;8;0;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000190;CERES995;1784;7;18;14;55;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000191;CERES995;1784;7;22;20;30;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000192;CERES995;1784;7;23;8;0;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000193;CERES995;1784;7;29;10;45;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000194;CERES995;1784;8;2;0;30;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000195;CERES995;1784;12;2;13;0;0;-16.199;-72.099;;6.23;Mw;sara
sara_pre1964_000196;GOMAL015;1785;7;12;12;45;;4.788;-73.774;20;6.97;Mw;sara
sara_pre1964_000197;BEAAL013;1786;5;10;;;;-1.68;-78.78;;5.8;Mw;sara
sara_pre1964_000198;CERES995;1786;6;13;0;0;0;-1.67;-78.7;;4.95;Mw;sara
sara_pre1964_000199;CERES995;1786;6;23;2;30;0;-1.7;-78.7;;4.95;Mw;sara
sara_pre1964_000200;CERES995;1786;;;;;;8.5;-71.2;0;6.16;Mw;sara
sara_pre1964_000201;CERES995;1787;6;11;14;45;0;-2.2;-79.9;;5.42;Mw;sara
sara_pre1964_000202;CERES995;1789;5;9;0;0;0;-25.01;-47.939;;3.35;Mw;sara
sara_pre1964_000203;CERES995;1791;7;4;10;30;0;-11.8;-77.4;50;6.23;Mw;sara
sara_pre1964_000204;CERES995;1791;10;15;1;17;0;-10.8;-75.599;30;6.23;Mw;sara
sara_pre1964_000205;CERES995;1792;4;13;;;;6.2;-76.5;;5.89;Mw;sara
sara_pre1964_000206;CERES995;1792;7;12;2;50;0;-13.1;-75;;6.23;Mw;sara
sara_pre1964_000207;CERES995;1792;8;7;0;0;0;-18.5;-70.349;;6.8;Mw;sara
sara_pre1964_000208;CERES995;1794;9;7;0;0;0;-12.199;-77.4;40;5.2;Mw;sara
sara_pre1964_000209;FUN014;1794;10;9;0;0;0;10.1;-64.02;0;5.53;Mw;sara
sara_pre1964_000210;GOMAL015;1796;2;15;;;;7.38;-72.65;;5.74;Mw;sara
sara_pre1964_000211;CERES995;1796;3;30;10;45;;-27.35;-70.35;;7.51;Mw;sara
sara_pre1964_000212;BEAAL010;1797;2;4;12;45;;-1.5;-78.6;;7.6;Mw;sara
sara_pre1964_000213;CERES995;1797;2;6;21;0;0;-1.43;-78.549;;4.95;Mw;sara
sara_pre1964_000214;CERES995;1797;2;9;0;30;0;-1.43;-78.549;;5.42;Mw;sara
sara_pre1964_000215;CERES995;1797;3;18;20;25;0;0.4;-77.799;;4.95;Mw;sara
sara_pre1964_000216;CERES995;1797;12;14;23;30;0;10.6;-64.099;0;6.32;Mw;sara
sara_pre1964_000217;CERES995;1799;1;21;21;0;0;-12.199;-77.4;40;5.2;Mw;sara
sara_pre1964_000218;CERES985;1799;9;;;;;7.5;-73.5;;5.31;Mw;sara
sara_pre1964_000219;CERES995;1799;11;4;20;42;0;10.47;-64.17;0;4.93;Mw;sara
sara_pre1964_000220;CERES995;1800;2;4;0;0;;3.5;-73;;5.42;Mw;sara
sara_pre1964_000221;CERES995;1800;2;27;9;0;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000222;CERES995;1801;1;1;0;0;0;-29.949;-71.25;;6.8;Mw;sara
sara_pre1964_000223;CERES995;1802;5;20;20;30;0;10.48;-68.03;0;4.93;Mw;sara
sara_pre1964_000224;CERES995;1802;;;;;;-0.93;-78.609;;5.42;Mw;sara
sara_pre1964_000225;CERES995;1803;;;;;;-1.67;-78.64;;5.42;Mw;sara
sara_pre1964_000226;CERES995;1804;4;22;0;0;0;-13.5;-72;;6.23;Mw;sara
sara_pre1964_000227;INPRE015;1804;10;27;;;;-31.8;-67.9;;5.47;Mw;sara
sara_pre1964_000228;CERES995;1805;1;27;13;30;0;10.47;-64.17;0;4.93;Mw;sara
sara_pre1964_000229;GOMAL015;1805;6;16;8;15;;5.246;-74.785;;6;Mw;sara
sara_pre1964_000230;CERES995;1806;12;1;23;0;0;-12;-78;30;6.52;Mw;sara
sara_pre1964_000231;CERES995;1807;2;17;17;0;;6.5;-71.7;;5.89;Mw;sara
sara_pre1964_000232;CERES995;1808;8;8;11;0;0;-5.7;-37.7;15;5.05;Mw;sara
sara_pre1964_000233;CERES995;1808;;;;;;-12;-77;;6.23;Mw;sara
sara_pre1964_000234;CERES995;1810;6;19;0;0;0;-3.1;-40.84;;3.6;Mw;sara
sara_pre1964_000235;CERES995;1811;0;0;23;0;0;-30.039;-51.299;;4.44;Mw;sara
sara_pre1964_000236;CERES995;1811;1;14;17;30;0;-16.399;-71.599;;6.23;Mw;sara
sara_pre1964_000237;CERES995;1811;6;4;18;50;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000238;CERES995;1811;6;8;2;45;0;-11.4;-77;;6.23;Mw;sara
sara_pre1964_000239;CERES995;1811;7;14;11;37;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000240;CERES995;1811;7;26;1;30;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000241;CERES995;1811;7;30;7;45;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000242;CERES995;1811;8;3;16;30;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000243;CERES995;1811;8;18;0;0;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000244;CERES995;1811;10;23;2;0;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000245;CERES995;1811;10;28;22;30;0;-8.08;-34.869;;3.84;Mw;sara
sara_pre1964_000246;CERES995;1811;12;21;15;0;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000247;CERES995;1811;12;23;4;45;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000248;CERES995;1811;12;30;0;0;0;-12;-77;;6.23;Mw;sara
sara_pre1964_000249;CERES995;1812;1;3;16;45;0;-16.8;-71.799;25;5.11;Mw;sara
sara_pre1964_000250;CHOAL010;1812;3;26;20;7;;10.2;-68.95;;7.4;Mw;sara
sara_pre1964_000251;CHOAL010;1812;3;26;20;7;;10.6;-67.1;;7.1;Mw;sara
sara_pre1964_000252;PALAL005;1812;3;26;;;;8.65;-71.05;;6;Mw;sara
sara_pre1964_000253;CERES995;1812;5;29;4;30;;2.5;-76.5;;5.09;Mw;sara
sara_pre1964_000254;CERES995;1813;3;30;9;30;0;-14.199;-75.799;50;6.52;Mw;sara
sara_pre1964_000255;CERES995;1814;2;1;10;0;0;-5;-81;40;6.23;Mw;sara
sara_pre1964_000256;CERES995;1814;11;19;4;15;;4.6;-74;;5.09;Mw;sara
sara_pre1964_000257;CERES995;1814;11;20;5;0;;2.5;-76.5;;5.09;Mw;sara
sara_pre1964_000258;CERES995;1815;6;0;0;0;0;-12.76;-38.49;;4.08;Mw;sara
sara_pre1964_000259;CERES995;1816;1;20;17;0;0;-36.829;-73.03;;6.8;Mw;sara
sara_pre1964_000260;CERES995;1816;11;29;2;0;;3;-75.4;;5.09;Mw;sara
sara_pre1964_000261;CERES995;1816;11;29;19;0;;3;-75.4;;5.09;Mw;sara
sara_pre1964_000262;INPRE012;1817;7;4;17;30;;-28;-64.5;30;7.01;Mw;sara
sara_pre1964_000263;CERES995;1817;9;18;0;0;;2.5;-76.5;;5.89;Mw;sara
sara_pre1964_000264;CERES995;1819;2;5;9;0;;2.5;-76.5;;5.02;Mw;sara
sara_pre1964_000265;CERES995;1819;4;11;15;;;-27.35;-70.35;;8.5;Mw;sara
sara_pre1964_000266;CERES995;1819;4;12;3;10;0;-16.399;-71.599;;6.23;Mw;sara
sara_pre1964_000267;CERES995;1820;7;8;0;0;;3;-76.5;;5.09;Mw;sara
sara_pre1964_000268;CERES995;1821;7;10;13;;;-16.107;-72.967;90;8.2;Mw;sara
sara_pre1964_000269;CERES995;1821;7;10;18;10;;-16.4;-71.6;;7.9;Mw;sara
sara_pre1964_000270;CERES995;1822;11;5;0;0;0;-27.35;-70.349;;6.8;Mw;sara
sara_pre1964_000271;CERES995;1822;11;20;2;30;;-33.05;-71.63;;8.25;Mw;sara
sara_pre1964_000272;CERES995;1822;11;23;2;30;0;-33.049;-71.629;;6.8;Mw;sara
sara_pre1964_000273;CERES995;1822;11;25;12;15;0;-33.049;-71.629;;7.37;Mw;sara
sara_pre1964_000274;CERES995;1823;8;0;0;0;0;10.48;-63.549;0;6.13;Mw;sara
sara_pre1964_000275;CERES995;1824;8;29;6;0;0;-33.399;-70.599;;6.8;Mw;sara
sara_pre1964_000276;CERES995;1824;12;18;4;0;;5.2;-74.9;;5.09;Mw;sara
sara_pre1964_000277;CERES995;1824;;;;;;-21.98;-44.88;;4.08;Mw;sara
sara_pre1964_000278;CERES995;1824;;;;;;-7.59;-39.28;;2.99;Mw;sara
sara_pre1964_000279;CERES995;1825;9;21;0;0;0;10.8;-61.7;0;6.13;Mw;sara
sara_pre1964_000280;CERES995;1825;12;24;20;30;0;-33.399;-70.599;;6.8;Mw;sara
sara_pre1964_000281;INPRE015;1826;1;19;;;;-26.2;-65.25;;5.9;Mw;sara
