event_id;Agency;year;month;day;hour;minute;second;latitude;longitude;depth;magnitude;magType;catalog
sara_pre1964_001299;CERES995;1941;4;3;14;55;16;-22.5;-66;260;6.52;Mw;sara
sara_pre1964_001300;ENGV002;1941;4;3;15;21;30.67;-22.579;-66.642;150.1;7.15;Mw;sara
sara_pre1964_001301;CERES995;1941;4;11;12;5;0;-16.45;-54.64;;4.44;Mw;sara
sara_pre1964_001302;CERES995;1941;5;11;5;8;0;-11.5;-76.9;;6.23;Mw;sara
sara_pre1964_001303;CERES995;1941;7;3;7;11;43;-31.8;-67.8;20;6.22;Mw;sara
sara_pre1964_001304;CERES995;1941;7;10;9;29;42;-18.5;-70;120;6.09;Mw;sara
sara_pre1964_001305;CERES995;1941;7;20;1;10;0;7.1;-73.2;;5.09;Mw;sara
sara_pre1964_001306;CERES995;1941;8;10;16;59;49;-31.5;-70.5;80;5.96;Mw;sara
sara_pre1964_001307;CERES995;1941;8;10;17;2;48;-5;-88;;5.76;Mw;sara
sara_pre1964_001308;CERES995;1941;8;14;1;43;40;-23;-66.75;180;6.09;Mw;sara
sara_pre1964_001309;ISCGE013;1941;9;18;13;14;11.13;-13.834;-72.305;60;6.42;Mw;sara
sara_pre1964_001310;SHIVE011;1941;10;8;;;;9.85;-69.7;;4.93;Mw;sara
sara_pre1964_001311;CERES995;1941;10;15;0;7;6;-16;-73.5;100;5.79;Mw;sara
sara_pre1964_001312;CERES995;1941;10;15;9;35;15;-15.5;-74;110;6.09;Mw;sara
sara_pre1964_001313;CERES995;1941;11;10;9;44;50;-22;-67;200;6.22;Mw;sara
sara_pre1964_001314;ISCGE013;1941;11;18;10;14;33.27;-60.255;-49.364;10;6.69;Mw;sara
sara_pre1964_001315;CERES995;1941;12;1;19;56;20;-54;-56;;6.32;Mw;sara
sara_pre1964_001316;CERES995;1941;12;2;23;38;32;6;-77.5;;5.82;Mw;sara
sara_pre1964_001317;CERES995;1941;;;;;;-7;-62.7;;2.14;Mw;sara
sara_pre1964_001318;CERES995;1942;0;0;;;;-3.1;-40.84;;3.6;Mw;sara
sara_pre1964_001319;CERES995;1942;1;8;15;12;31;-6;-78.5;110;6.09;Mw;sara
sara_pre1964_001320;CERES995;1942;5;2;0;0;0;11;-66;0;5.53;Mw;sara
sara_pre1964_001321;CERES995;1942;5;6;22;50;13;10;-65;0;6.09;Mw;sara
sara_pre1964_001322;ISCGE013;1942;5;14;2;13;28;-0.025;-79.955;20;7.8;Mw;sara
sara_pre1964_001323;CERES995;1942;5;15;18;12;5.6;1.17;-79.26;;6.47;Mw;sara
sara_pre1964_001324;CERES995;1942;5;17;15;14;18;0.43;-80.34;;6.3;Mw;sara
sara_pre1964_001325;SGC014;1942;5;22;5;30;;4.5;-75;20;5.96;Mw;sara
sara_pre1964_001326;CERES995;1942;6;7;10;48;10.5;0.6;-80.56;;6.22;Mw;sara
sara_pre1964_001327;CERES995;1942;6;16;21;5;11.6;0.65;-80.65;;6.22;Mw;sara
sara_pre1964_001328;CERES995;1942;6;29;6;26;40;-32;-71;100;6.91;Mw;sara
sara_pre1964_001329;CERES995;1942;7;1;21;33;40.9;0.78;-80.43;;6.22;Mw;sara
sara_pre1964_001330;CERES995;1942;7;3;20;59;30;0.5;-80.5;;6.22;Mw;sara
sara_pre1964_001331;CERES995;1942;7;3;23;46;22.9;0.33;-81.01;;6.3;Mw;sara
sara_pre1964_001332;CERES995;1942;7;4;1;53;7.6;0.78;-80.46;;6.3;Mw;sara
sara_pre1964_001333;CERES995;1942;7;4;4;59;31;0.91;-80.33;;6.22;Mw;sara
sara_pre1964_001334;INPRE015;1942;7;5;;;;-34.75;-68.25;;5.47;Mw;sara
sara_pre1964_001335;CERES995;1942;7;6;16;21;12;0.5;-80.5;;6.3;Mw;sara
sara_pre1964_001336;ISCGE013;1942;7;8;6;55;45.23;-24.391;-70.061;35;6.8;Mw;sara
sara_pre1964_001337;CERES995;1942;7;10;4;49;56;0.74;-80.68;;6.22;Mw;sara
sara_pre1964_001338;CERES995;1942;7;21;7;47;48;-20.5;-64;;5.54;Mw;sara
sara_pre1964_001339;ISCGE013;1942;8;24;22;50;33.91;-14.819;-74.708;30;8.1;Mw;sara
sara_pre1964_001340;SHIVE011;1942;9;2;20;14;;9.61;-69.99;;5.53;Mw;sara
sara_pre1964_001341;CERES995;1942;11;6;13;31;10;-6;-77;130;6.81;Mw;sara
sara_pre1964_001342;CERES995;1942;11;14;20;56;58;0.4;-80.4;;6.22;Mw;sara
sara_pre1964_001343;CERES995;1942;11;15;0;46;5;0.4;-80.4;;6.39;Mw;sara
sara_pre1964_001344;CERES995;1942;11;19;14;39;56;-0.6;-81.7;;6.22;Mw;sara
sara_pre1964_001345;ISCGE013;1942;11;28;10;38;48.28;7.344;-35.64;10;7.21;Mw;sara
sara_pre1964_001346;CERES995;1942;11;30;0;47;58;-27;-63.5;590;6.52;Mw;sara
sara_pre1964_001347;CERES995;1942;12;15;9;9;5;-0.6;-81.7;;6.22;Mw;sara
sara_pre1964_001348;CERES995;1942;12;16;2;44;46;0.4;-80.4;;6.22;Mw;sara
sara_pre1964_001349;CERES995;1942;12;25;8;0;28.2;-17.28;-65.81;;5.88;Mw;sara
sara_pre1964_001350;CERES995;1942;12;25;21;16;15.4;-17.33;-65.7;;4.94;Mw;sara
sara_pre1964_001351;GOMAL015;1942;12;26;12;30;;9.249;-76.174;35;6.75;Mw;sara
sara_pre1964_001352;CERES995;1943;1;6;5;51;3;-2;-80.5;;6.22;Mw;sara
sara_pre1964_001353;CERES995;1943;1;6;9;51;3;-5;-80.7;;5.88;Mw;sara
sara_pre1964_001354;ISCGE013;1943;1;30;5;33;5.95;-1.987;-80.023;58.7;6.1;Mw;sara
sara_pre1964_001355;CERES995;1943;1;31;5;0;0;-14.2;-71.5;25;5.42;Mw;sara
sara_pre1964_001356;CERES995;1943;2;8;20;10;36;-2.5;-80;100;5.55;Mw;sara
sara_pre1964_001357;ENGV002;1943;2;16;7;28;35;-15;-72;190;6.9;Mw;sara
sara_pre1964_001358;CERES995;1943;2;18;15;38;46.4;-17.38;-66.19;33;5.45;Mw;sara
sara_pre1964_001359;ENGV002;1943;3;14;18;37;58.84;-19.447;-69.131;77.1;7.07;Mw;sara
sara_pre1964_001360;CERES995;1943;4;5;3;8;58;-6.5;-76;140;6.52;Mw;sara
sara_pre1964_001361;ISCGE013;1943;4;6;16;7;18.81;-31.432;-71.475;35;8.1;Mw;sara
sara_pre1964_001362;CERES995;1943;5;2;17;18;9;6.5;-80;;7.11;Mw;sara
sara_pre1964_001363;ISCGE013;1943;5;22;9;2;2.49;-30.868;-71.652;35;6.21;Mw;sara
sara_pre1964_001364;ENGV002;1943;7;5;21;7;54;-16;-74;0;6.61;Mw;sara
sara_pre1964_001365;CERES995;1943;7;6;9;40;0;-17;-70;160;5.96;Mw;sara
sara_pre1964_001366;CERES995;1943;7;22;2;9;18;-0.6;-81.7;;6.3;Mw;sara
sara_pre1964_001367;CERES995;1943;10;13;0;0;0;9.92;-69.59;0;4.93;Mw;sara
sara_pre1964_001368;CERES995;1943;10;;;;0;10.46;-68.58;0;4.93;Mw;sara
sara_pre1964_001369;ISCGE013;1943;11;29;19;37;4.74;-28.074;-67.747;15;6.44;Mw;sara
sara_pre1964_001370;ENGV002;1943;12;1;10;34;48.31;-20.855;-68.718;114;7.07;Mw;sara
sara_pre1964_001371;CERES995;1943;12;21;13;46;21;13;-71;0;6.52;Mw;sara
sara_pre1964_001372;CERES995;1943;12;22;7;1;50;-2.5;-77;130;6.32;Mw;sara
sara_pre1964_001373;CERES995;1943;12;22;12;53;0;12;-71;0;6.52;Mw;sara
sara_pre1964_001374;CERES995;1943;12;23;15;56;5;13;-71;0;6.52;Mw;sara
sara_pre1964_001375;CERES995;1943;12;24;1;0;14;13;-71;0;6.32;Mw;sara
sara_pre1964_001376;CERES995;1944;1;3;10;19;13;13;-71;0;5.42;Mw;sara
sara_pre1964_001377;CERES995;1944;1;4;0;57;54;13;-71;0;5.76;Mw;sara
sara_pre1964_001378;CERES995;1944;1;5;10;59;12;13;-71;0;6.32;Mw;sara
sara_pre1964_001379;CERES995;1944;1;10;4;22;47;-29;-69;;5.28;Mw;sara
sara_pre1964_001380;ISCGE013;1944;1;15;23;49;33.1;-31.372;-68.436;15;6.96;Mw;sara
sara_pre1964_001381;CERES995;1944;2;3;11;25;24;5.6;-71.6;;5.42;Mw;sara
sara_pre1964_001382;CERES995;1944;2;3;14;10;12;6.5;-72;;5.42;Mw;sara
sara_pre1964_001383;CERES995;1944;2;6;3;50;30;10;-62;0;5.53;Mw;sara
sara_pre1964_001384;ENGV002;1944;2;29;3;41;58.88;-14.227;-70.451;180.1;7.07;Mw;sara
sara_pre1964_001385;CERES995;1944;4;12;10;15;31.6;6.2;-76.4;;5.09;Mw;sara
sara_pre1964_001386;CERES995;1944;5;9;14;29;57;2.5;-75.5;100;6.09;Mw;sara
sara_pre1964_001387;CERES995;1944;6;8;2;38;4;-10;-71;600;6.32;Mw;sara
sara_pre1964_001388;CERES995;1944;6;11;19;18;56;1;-86;;5.82;Mw;sara
sara_pre1964_001389;CERES995;1944;7;23;16;13;39;-24;-66.5;250;6.09;Mw;sara
sara_pre1964_001390;CERES995;1944;9;3;21;29;52.1;7;-75;;4.89;Mw;sara
sara_pre1964_001391;BEAAL010;1944;9;15;;;;-0.71;-78.7;;5.7;Mw;sara
sara_pre1964_001392;CERES995;1944;10;5;15;21;24;4.5;-78;;5.09;Mw;sara
sara_pre1964_001393;ISCGE013;1944;10;23;23;40;10.19;0.605;-79.32;20;6.73;Mw;sara
sara_pre1964_001394;ISCGE013;1944;11;21;10;2;22.86;-57.305;-65.098;10;6.32;Mw;sara
sara_pre1964_001395;ISCGE013;1944;12;22;22;31;46.66;-25.657;-70.235;45.3;6.45;Mw;sara
sara_pre1964_001396;CERES995;1945;2;2;21;37;50;-0.5;-80.8;;4.95;Mw;sara
sara_pre1964_001397;CERES995;1945;2;2;23;27;49;-0.5;-80.8;;4.95;Mw;sara
sara_pre1964_001398;CERES995;1945;3;17;14;15;0;-13.5;-75.26;25;6.71;Mw;sara
sara_pre1964_001399;ENGV002;1945;3;17;23;57;54;6.6;-78.5;0;6.61;Mw;sara
sara_pre1964_001400;CERES995;1945;3;18;8;10;14;6.6;-78.5;;5.09;Mw;sara
sara_pre1964_001401;CERES995;1945;4;12;0;21;7;2.5;-80;;5.42;Mw;sara
sara_pre1964_001402;CERES995;1945;4;14;7;0;0;-17.746;-71.72;30;6.23;Mw;sara
sara_pre1964_001403;CERES995;1945;5;2;5;58;0;-4.6;-81.6;30;6.23;Mw;sara
sara_pre1964_001404;CERES995;1945;6;15;9;8;0;-12.345;-77.699;40;6.23;Mw;sara
sara_pre1964_001405;CERES995;1945;6;21;11;55;0;-16.138;-72.415;30;6.23;Mw;sara
sara_pre1964_001406;CERES995;1945;6;30;18;18;28;9.5;-75.3;;5.42;Mw;sara
sara_pre1964_001407;CERES995;1945;7;9;11;56;44;6.7;-78.9;;5.42;Mw;sara
sara_pre1964_001408;CERES995;1945;7;9;16;42;8;2.5;-76.5;100;6.52;Mw;sara
sara_pre1964_001409;CERES995;1945;8;6;23;2;10;-6;-76.5;100;6.52;Mw;sara
sara_pre1964_001410;CERES995;1945;8;8;19;50;0;-8.9;-75.7;30;6.23;Mw;sara
sara_pre1964_001411;CERES995;1945;8;9;3;13;32;-6;-76.5;;6.23;Mw;sara
sara_pre1964_001412;ENGV002;1945;8;21;16;29;37;-10.5;-75;120;6.61;Mw;sara
sara_pre1964_001413;ENGV002;1945;9;13;11;17;12.59;-33.83;-70.409;91.4;6.98;Mw;sara
sara_pre1964_001414;CERES995;1945;9;29;4;27;46;-6;-77;;5.79;Mw;sara
sara_pre1964_001415;CERES995;1945;11;28;7;37;15;-2;-80;;5.55;Mw;sara
sara_pre1964_001416;CERES995;1945;12;23;8;10;1;10;-62;100;6.52;Mw;sara
sara_pre1964_001417;CERES995;1946;1;25;4;28;27;10.7;-63.8;0;4.93;Mw;sara
sara_pre1964_001418;CERES995;1946;2;3;7;22;0;-17.634;-72.463;70;6.23;Mw;sara
sara_pre1964_001419;BSB012;1946;2;19;4;  ;     ;-21.31;-46.71;0;2.87;Mw;sara
sara_pre1964_001420;CERES995;1946;2;27;6;5;39;-23;-66.5;270;6.09;Mw;sara
sara_pre1964_001421;CERES995;1946;3;29;7;17;28;2.3;-76.3;;5.89;Mw;sara
sara_pre1964_001422;CERES995;1946;3;30;0;2;18;2.3;-76.3;;5.09;Mw;sara
sara_pre1964_001423;CERES995;1946;3;30;17;22;31;2.3;-76.3;;5.09;Mw;sara
sara_pre1964_001424;CERES995;1946;4;16;13;36;55;-41;-73;60;5.96;Mw;sara
sara_pre1964_001425;CERES995;1946;5;10;9;10;0;-12;-77.8;40;5.96;Mw;sara
sara_pre1964_001426;ENGV002;1946;5;21;9;16;42;14.5;-60.5;50;6.52;Mw;sara
sara_pre1964_001427;CERES995;1946;6;11;6;8;6.2;11.6;-74.2;;5.09;Mw;sara
sara_pre1964_001428;CERES995;1946;7;18;7;15;0;-25.1;-47;15;4.81;Mw;sara
sara_pre1964_001429;ISCGE013;1946;7;26;6;44;49.3;-20.674;-70.416;63.5;6.27;Mw;sara
sara_pre1964_001430;CERES995;1946;7;31;0;28;57;12.5;-60;50;6.09;Mw;sara
sara_pre1964_001431;CERES995;1946;8;2;5;15;36.4;7;-72.7;;7.51;Mw;sara
sara_pre1964_001432;ISCGE013;1946;8;2;19;18;53.86;-26.432;-70.472;39.2;6.94;Mw;sara
sara_pre1964_001433;ENGV002;1946;8;28;22;28;21.09;-26.547;-63.432;572.7;7.07;Mw;sara
sara_pre1964_001434;CERES995;1946;9;15;5;21;22;5;-78;;5.42;Mw;sara
sara_pre1964_001435;ISCGE013;1946;9;30;0;59;42.11;-13.329;-75.813;53;6.11;Mw;sara
sara_pre1964_001436;BSB012;1946;10;7;20;25;     ;-1.44;-48.48;0;2.63;Mw;sara
sara_pre1964_001437;CERES995;1946;10;9;8;30;0;-13.5;-76;90;6.05;Mw;sara
sara_pre1964_001438;LEYAL009;1946;10;9;20;25;0;-25.5;-67;33;6.09;Mw;sara
sara_pre1964_001439;OSC013;1946;10;13;23;13;6;-22;-66.5;200;5.79;Mw;sara
sara_pre1964_001440;ISCGE013;1946;10;26;0;21;6.39;-60.486;-35.164;10;6.4;Mw;sara
sara_pre1964_001441;CERES995;1946;11;5;2;30;0;-16.5;-71.7;18;5.96;Mw;sara
sara_pre1964_001442;LEYAL009;1946;11;5;6;59;0;-25.5;-67;160;5.96;Mw;sara
sara_pre1964_001443;CERES995;1946;11;10;12;54;56;-31;-70;120;6.32;Mw;sara
sara_pre1964_001444;ISCGE013;1946;11;10;17;43;10.6;-8.312;-77.4;110;6.8;Mw;sara
sara_pre1964_001445;CERES995;1946;12;13;12;49;0;-6;-81.3;;5.79;Mw;sara
sara_pre1964_001446;CERES995;1947;1;16;2;37;40;-31.1;-64.5;50;5.76;Mw;sara
sara_pre1964_001447;CERES995;1947;1;21;0;0;0;-8.3;-77.6;30;7.01;Mw;sara
sara_pre1964_001448;LEYAL009;1947;1;21;20;6;0;-25;-70;0;7.01;Mw;sara
sara_pre1964_001449;CERES995;1947;1;29;0;0;0;-13.52;-72.53;;7.31;Mw;sara
sara_pre1964_001450;ENGV002;1947;1;29;8;17;51.7;-26.66;-63.492;573.6;6.98;Mw;sara
sara_pre1964_001451;CERES995;1947;2;2;4;;;-21.35;-46.71;;3.6;Mw;sara
sara_pre1964_001452;CERES995;1947;2;9;15;18;0;-11.2;-75.4;15;6.23;Mw;sara
sara_pre1964_001453;CERES995;1947;2;18;11;0;0;10.74;-71.62;0;4.93;Mw;sara
sara_pre1964_001454;CERES995;1947;2;24;17;31;36;-15.5;-68.8;32;6.81;Mw;sara
sara_pre1964_001455;CERES995;1947;2;25;8;55;0;-7.95;-77.7;25;6.23;Mw;sara
sara_pre1964_001456;ISCGE013;1947;4;24;19;35;16.63;8.12;-38.69;15;6.72;Mw;sara
sara_pre1964_001457;CERES995;1947;5;6;1;1;15;-31.5;-68.6;96;5.88;Mw;sara
sara_pre1964_001458;CERES995;1947;6;11;2;26;12;-23.7;-65.7;;5.37;Mw;sara
sara_pre1964_001459;CERES995;1947;7;10;8;30;0;-8.57;-77.62;;6.23;Mw;sara
sara_pre1964_001460;CERES995;1947;7;12;4;27;0;-9.392;-79.122;40;6.16;Mw;sara
sara_pre1964_001461;GOMAL015;1947;7;14;7;0;;1.38;-77.29;20;5.68;Mw;sara
sara_pre1964_001462;CERES995;1947;7;14;10;0;0;-8.57;-77.62;;5.09;Mw;sara
sara_pre1964_001463;CERES995;1947;7;14;12;45;0;1.4;-77;;5.31;Mw;sara
sara_pre1964_001464;CERES995;1947;7;14;15;0;0;1.4;-77;;5.09;Mw;sara
sara_pre1964_001465;CERES995;1947;7;25;9;55;0;-8.2;-79.3;40;6.32;Mw;sara
sara_pre1964_001466;CERES995;1947;7;29;12;45;0;-8.33;-77.5;20;6.23;Mw;sara
sara_pre1964_001467;CERES995;1947;7;30;4;0;0;-16.2;-71.8;120;6.23;Mw;sara
sara_pre1964_001468;CERES995;1947;8;1;0;49;35;-27.5;-67.5;160;5.96;Mw;sara
sara_pre1964_001469;CERES995;1947;8;6;3;23;0;-4;-80.7;30;6.81;Mw;sara
sara_pre1964_001470;ENGV002;1947;8;6;5;46;58;-9.25;-71.5;600;6.61;Mw;sara
sara_pre1964_001471;CERES995;1947;8;31;6;17;29;-22.4;-62.5;223;5.45;Mw;sara
sara_pre1964_001472;CERES995;1947;10;1;12;30;0;-8.264;-77.588;20;6.23;Mw;sara
sara_pre1964_001473;ISCGE013;1947;11;1;14;58;58.55;-10.973;-74.725;20;7.6;Mw;sara
sara_pre1964_001474;CERES995;1947;11;7;23;0;0;-10.565;-75.101;200;6.23;Mw;sara
sara_pre1964_001475;CERES995;1947;11;18;;;;-5.11;-38.37;;1.78;Mw;sara
sara_pre1964_001476;CERES995;1947;12;14;2;16;12;-26.3;-63.2;30;6.13;Mw;sara
sara_pre1964_001477;CERES995;1947;12;15;19;5;;-21.7;-57.9;;4.44;Mw;sara
sara_pre1964_001478;CERES995;1947;;;;;;-21.79;-46.58;;3.6;Mw;sara
sara_pre1964_001479;CERES995;1948;1;21;16;47;40;-30.5;-58;30;5.76;Mw;sara
sara_pre1964_001480;SHIVE011;1948;1;21;18;19;18;10.2;-70.2;;5.42;Mw;sara
sara_pre1964_001481;CERES995;1948;2;14;10;52;39;-28;-63.5;477;6.05;Mw;sara
sara_pre1964_001482;CERES995;1948;2;14;22;0;0;-8.3;-77.2;20;6.52;Mw;sara
sara_pre1964_001483;CERES995;1948;2;20;1;23;11;-5;-80.7;;5.37;Mw;sara
sara_pre1964_001484;CERES995;1948;2;20;1;26;32;-5;-80.7;;5.37;Mw;sara
sara_pre1964_001485;CERES995;1948;2;23;1;23;11;-5;-80.7;;5.37;Mw;sara
sara_pre1964_001486;CERES995;1948;3;4;1;53;0;-10.2;-75.2;80;6.23;Mw;sara
sara_pre1964_001487;OSC013;1948;3;28;1;30;7;-18.96;-65.17;33;6.22;Mw;sara
sara_pre1964_001488;CERES995;1948;4;14;4;38;0;-11.8;-75.1;30;6.23;Mw;sara
sara_pre1964_001489;ISCGE013;1948;5;11;8;55;48.35;-17.227;-70.252;58.7;6.56;Mw;sara
sara_pre1964_001490;CERES995;1948;5;11;9;34;0;-17.9;-71.8;30;7.37;Mw;sara
sara_pre1964_001491;CERES995;1948;5;28;5;36;16;-13;-76.5;60;7.01;Mw;sara
sara_pre1964_001492;BSB012;1948;5;;;;     ;-15.07;-49.97;0;2.87;Mw;sara
sara_pre1964_001493;CERES995;1948;6;14;9;20;0;-7.7;-74.3;200;6.16;Mw;sara
sara_pre1964_001494;CERES995;1948;6;23;7;25;0;-17.3;-70.8;30;6.52;Mw;sara
sara_pre1964_001495;CERES995;1948;7;3;4;18;0;-8.3;-74.7;95;6.23;Mw;sara
sara_pre1964_001496;ISCGE013;1948;7;20;11;2;21.54;-16.349;-73.513;30;6.53;Mw;sara
sara_pre1964_001497;CERES995;1948;7;26;3;33;35;7.5;-77.4;;5.42;Mw;sara
sara_pre1964_001498;CERES995;1948;8;6;9;56;2;5.2;-74.5;130;5.42;Mw;sara
sara_pre1964_001499;CERES995;1948;8;16;10;45;11;-24.5;-65.6;160;5.71;Mw;sara
sara_pre1964_001500;ISCGE013;1948;8;25;6;9;29.31;-24.567;-64.482;30;7.03;Mw;sara
sara_pre1964_001501;CERES995;1948;8;27;16;48;29;-28;-66;191;6.3;Mw;sara
sara_pre1964_001502;CERES995;1948;9;22;7;17;52;-24.5;-65.6;160;6.22;Mw;sara
sara_pre1964_001503;CERES995;1948;10;2;18;10;0;-14;-72.8;30;6.23;Mw;sara
sara_pre1964_001504;CERES995;1948;10;4;15;55;;-19.95;-43.25;;1.78;Mw;sara
sara_pre1964_001505;CERES995;1949;1;7;7;0;0;-11.5;-75;30;5.22;Mw;sara
sara_pre1964_001506;CERES995;1949;1;8;12;20;0;-13.852;-76.545;60;6.23;Mw;sara
sara_pre1964_001507;CERES995;1949;1;9;8;30;0;8.49;-70.53;0;4.93;Mw;sara
sara_pre1964_001508;CERES995;1949;1;11;10;20;0;-16.442;-71.223;100;6.23;Mw;sara
sara_pre1964_001509;CERES995;1949;1;31;14;53;16;-21;-65;250;5.54;Mw;sara
sara_pre1964_001510;CERES995;1949;3;5;2;56;0;-11.771;-77.25;50;6.23;Mw;sara
sara_pre1964_001511;CERES995;1949;3;13;9;35;0;-9.4;-75.4;30;5.79;Mw;sara
sara_pre1964_001512;OSC013;1949;3;13;18;43;0;-21.5;-68;120;5.79;Mw;sara
sara_pre1964_001513;CERES995;1949;3;16;0;0;0;8.49;-71.53;0;4.93;Mw;sara
sara_pre1964_001514;CERES995;1949;3;17;5;49;6;-15.5;-69.5;;5.37;Mw;sara
sara_pre1964_001515;CERES995;1949;3;;;;;8.49;-71.53;0;4.93;Mw;sara
sara_pre1964_001516;ISCGE013;1949;4;20;3;29;11.08;-37.665;-72.676;57.7;6.87;Mw;sara
sara_pre1964_001517;ENGV002;1949;4;25;13;55;0.19;-19.753;-69.107;69.6;7.15;Mw;sara
sara_pre1964_001518;ENGV002;1949;5;8;21;24;31;-20.8;-69;129;6.61;Mw;sara
sara_pre1964_001519;ENGV002;1949;5;30;1;32;50;-20.8;-69;96;6.81;Mw;sara
sara_pre1964_001520;ENGV002;1949;6;12;17;52;26;-26.5;-62.5;620;6.71;Mw;sara
sara_pre1964_001521;ENGV002;1949;6;12;17;55;54;-26.5;-62.5;620;6.71;Mw;sara
sara_pre1964_001522;CERES995;1949;6;20;21;0;0;-13.549;-75.306;90;6.23;Mw;sara
sara_pre1964_001523;CERES995;1949;7;1;3;26;53;-22;-68;100;5.71;Mw;sara
sara_pre1964_001524;CERES995;1949;7;21;8;1;39;-15.5;-73;150;6.52;Mw;sara
sara_pre1964_001525;CERES995;1949;8;5;7;49;29;-6.5;-77;100;7.11;Mw;sara
sara_pre1964_001526;ISCGE013;1949;8;5;19;8;52.43;-1.335;-78.291;15;6.44;Mw;sara
sara_pre1964_001527;CERES995;1949;8;11;3;13;10;-1.2;-78.5;;5.42;Mw;sara
sara_pre1964_001528;CERES995;1949;9;12;13;0;0;-0.05;-78.45;;4.95;Mw;sara
sara_pre1964_001529;CERES995;1949;9;17;4;10;0;-14.3;-75.8;90;5.28;Mw;sara
sara_pre1964_001530;BSB012;1949;9;17;   ;  ;     ;3.83;-51.84;0;5.29;Mw;sara
sara_pre1964_001531;CERES995;1949;9;18;6;53;8;1.6;-77;;5.03;Mw;sara
sara_pre1964_001532;OSC013;1949;9;18;12;45;57;-18;-69;200;5.03;Mw;sara
sara_pre1964_001533;CERES995;1949;11;7;20;59;52;-18.5;-63.5;;5.28;Mw;sara
sara_pre1964_001534;CERES995;1949;11;14;2;10;10;-1.7;-80.9;;5.55;Mw;sara
sara_pre1964_001535;CERES995;1949;12;3;12;1;55;-17.7;-69.2;160;5.71;Mw;sara
sara_pre1964_001536;ISCGE013;1949;12;17;6;53;33.12;-53.923;-69.596;10;7.65;Mw;sara
sara_pre1964_001537;ISCGE013;1949;12;17;15;7;59.38;-53.911;-69.753;10;7.32;Mw;sara
sara_pre1964_001538;OSC013;1949;12;21;19;33;8;-19.5;-64;620;6.22;Mw;sara
sara_pre1964_001539;BSB012;1949;12;31;   ;  ;     ;-5.69;-36.24;0;3.96;Mw;sara
sara_pre1964_001540;CERES995;1950;1;3;6;0;0;-12.4;-77.4;40;6.09;Mw;sara
sara_pre1964_001541;OSC013;1950;1;14;13;24;36;-17.5;-67.5;0;4.86;Mw;sara
sara_pre1964_001542;CERES995;1950;1;21;14;9;49;-36;-71.5;64;6.23;Mw;sara
sara_pre1964_001543;CERES995;1950;1;22;3;18;18;4.2;-78.6;;5.42;Mw;sara
sara_pre1964_001544;ISCGE013;1950;1;30;0;56;36.02;-53.472;-71.073;15;6.8;Mw;sara
sara_pre1964_001545;CERES995;1950;2;20;20;50;6;-19.5;-63;600;5.28;Mw;sara
sara_pre1964_001546;CERES995;1950;2;24;6;1;42;6;-77.5;;6.09;Mw;sara
sara_pre1964_001547;CERES995;1950;2;27;11;58;0;-21.82;-46.71;;3.96;Mw;sara
sara_pre1964_001548;CERES995;1950;3;5;18;1;23;-22.1;-68.7;160;6.23;Mw;sara
sara_pre1964_001549;CERES995;1950;3;14;3;10;2;-8;-74;150;6.81;Mw;sara
sara_pre1964_001550;OSC013;1950;3;18;18;19;12;-17.7;-69.2;160;5.45;Mw;sara
sara_pre1964_001551;CERES995;1950;3;31;12;47;42;-10.958;-78.194;50;6.23;Mw;sara
sara_pre1964_001552;CERES995;1950;4;7;15;;;-5.54;-35.81;;3.6;Mw;sara
sara_pre1964_001553;CERES995;1950;4;10;16;48;48;4.6;-75.4;128;6.09;Mw;sara
sara_pre1964_001554;CERES995;1950;4;30;18;21;37;-10.3;-75.4;;6.23;Mw;sara
sara_pre1964_001555;CERES995;1950;5;12;4;52;48;-11.42;-75.68;;5.55;Mw;sara
sara_pre1964_001556;CERES995;1950;5;21;18;37;40;-13.5;-72;;6.09;Mw;sara
sara_pre1964_001557;CERES995;1950;6;7;16;52;34;-4;-76.5;110;6.81;Mw;sara
sara_pre1964_001558;CERES995;1950;6;14;7;59;23;-14.5;-70;287;5.37;Mw;sara
sara_pre1964_001559;CERES995;1950;6;22;22;53;37;-15;-70;;5.2;Mw;sara
sara_pre1964_001560;CERES995;1950;6;26;1;57;0;-10.54;-76.6;100;6.23;Mw;sara
sara_pre1964_001561;CERES995;1950;7;2;22;49;25;4.2;-73.7;;6.09;Mw;sara
sara_pre1964_001562;GOMAL015;1950;7;9;2;35;;7.606;-72.862;20;6.3;Mw;sara
sara_pre1964_001563;CERES995;1950;7;9;3;28;58.8;7.8;-73.1;;7.01;Mw;sara
sara_pre1964_001564;ISCGE013;1950;7;9;4;40;9.15;-8.27;-70.949;646;6.8;Mw;sara
sara_pre1964_001565;CERES995;1950;7;9;8;20;0;-9.92;-76.23;;6.42;Mw;sara
sara_pre1964_001566;CERES995;1950;7;9;9;45;7;-8.2;-71;667;5.42;Mw;sara
sara_pre1964_001567;CERES985;1950;7;9;12;34;13;7.9;-72.6;;5.42;Mw;sara
sara_pre1964_001568;CERES995;1950;7;17;12;25;0;-14.1;-71.5;20;6.23;Mw;sara
sara_pre1964_001569;CERES985;1950;8;3;9;28;11;8.02;-72.43;84;5.31;Mw;sara
sara_pre1964_001570;ISCGE013;1950;8;3;22;18;22.84;9.71;-69.819;15;6.4;Mw;sara
